#First two columns are conformal time, the other three columns are tau0*tau0*r*Dl*Window1*Window2
#tau1     tau2      D2_integrand      D9_integrand      D42_integrand
11428.8      11367.6      1.499e-06      1.99062e-07      -2.14872e-06
11415.4      11353.9      1.83672e-06      2.29208e-07      -2.67899e-06
11402      11340.2      2.24126e-06      2.60719e-07      -3.32669e-06
11388.6      11326.5      2.7237e-06      2.92967e-07      -4.11593e-06
11375.2      11312.9      3.297e-06      3.24147e-07      -5.07227e-06
11361.8      11299.2      3.97422e-06      3.53234e-07      -6.22648e-06
11348.5      11285.5      4.77005e-06      3.77397e-07      -7.61262e-06
11335.1      11271.8      5.70071e-06      3.93283e-07      -9.26998e-06
11321.7      11258.1      6.78338e-06      3.97008e-07      -1.12418e-05
11308.3      11244.4      8.0388e-06      3.82863e-07      -1.35787e-05
11294.9      11230.8      9.48469e-06      3.45069e-07      -1.63342e-05
11281.5      11217.1      1.11398e-05      2.76323e-07      -1.95665e-05
11268.1      11203.4      1.30239e-05      1.6685e-07      -2.33391e-05
11254.8      11189.7      1.51595e-05      3.4316e-09      -2.77219e-05
11241.4      11176      1.75682e-05      -2.28265e-07      -3.27859e-05
11228      11162.3      2.02685e-05      -5.40567e-07      -3.86077e-05
11214.6      11148.6      2.32763e-05      -9.51152e-07      -4.52653e-05
11201.2      11135      2.66025e-05      -1.47458e-06      -5.28421e-05
11187.8      11121.3      3.02632e-05      -2.14081e-06      -6.14087e-05
11174.4      11107.6      3.42644e-05      -2.97116e-06      -7.10414e-05
11161.1      11093.9      3.8627e-05      -3.96632e-06      -8.18118e-05
11147.7      11080.2      4.33361e-05      -5.17129e-06      -9.37926e-05
11134.3      11066.5      4.83622e-05      -6.61119e-06      -0.000107046
11120.9      11052.8      5.37073e-05      -8.33401e-06      -0.000121593
11107.5      11039.2      5.93246e-05      -1.03547e-05      -0.000137473
11094.1      11025.5      6.52054e-05      -1.26613e-05      -0.000154666
11080.7      11011.8      7.13448e-05      -1.5283e-05      -0.00017316
11067.4      10998.1      7.76544e-05      -1.82487e-05      -0.000192939
11054      10984.4      8.40891e-05      -2.15828e-05      -0.000213891
11040.6      10970.7      9.05814e-05      -2.52879e-05      -0.000235932
11027.2      10957.1      9.70469e-05      -2.93554e-05      -0.000258929
11013.8      10943.4      0.000103408      -3.37832e-05      -0.000282716
11000.4      10929.7      0.000109581      -3.85589e-05      -0.000307117
10987      10916      0.000115506      -4.36781e-05      -0.000331881
10973.6      10902.3      0.000121064      -4.90727e-05      -0.000356766
10960.3      10888.6      0.000126179      -5.47115e-05      -0.000381486
10946.9      10874.9      0.000130764      -6.05379e-05      -0.000405738
10933.5      10861.3      0.000134737      -6.64896e-05      -0.000429219
10920.1      10847.6      0.000138017      -7.24873e-05      -0.000451564
10906.7      10833.9      0.000140564      -7.84674e-05      -0.000472461
10893.3      10820.2      0.000142295      -8.42861e-05      -0.000491609
10879.9      10806.5      0.000143255      -8.9843e-05      -0.000508717
10866.6      10792.8      0.000143335      -9.52355e-05      -0.00052348
10853.2      10779.1      0.000142434      -0.00010029      -0.000535731
10839.8      10765.5      0.000140533      -0.000104921      -0.000545144
10826.4      10751.8      0.000137704      -0.000109106      -0.000551563
10813      10738.1      0.000133961      -0.000112747      -0.000554906
10799.6      10724.4      0.000129404      -0.000115807      -0.00055501
10786.2      10710.7      0.000124091      -0.000118206      -0.000551887
10772.9      10697      0.000118069      -0.000119857      -0.000545558
10759.5      10683.4      0.000111606      -0.000120606      -0.000535984
10746.1      10669.7      0.00010476      -0.000120477      -0.000523362
10732.7      10656      9.76543e-05      -0.000119535      -0.000507828
10719.3      10642.3      9.035e-05      -0.000117752      -0.000489683
10705.9      10628.6      8.29496e-05      -0.000115166      -0.00046918
10692.5      10614.9      7.5582e-05      -0.000111856      -0.000446668
10679.2      10601.2      6.83197e-05      -0.000107863      -0.000422521
10665.8      10587.6      6.12661e-05      -0.000103281      -0.000397061
10652.4      10573.9      5.45197e-05      -9.82074e-05      -0.000370647
10639      10560.2      4.80772e-05      -9.26738e-05      -0.000343698
10625.6      10546.5      4.2032e-05      -8.68327e-05      -0.000316577
10612.2      10532.8      3.6501e-05      -8.07261e-05      -0.000289568
10598.8      10519.1      3.15007e-05      -7.43947e-05      -0.000263007
10585.5      10505.4      2.69172e-05      -6.80918e-05      -0.000237246
10572.1      10491.8      2.27642e-05      -6.18939e-05      -0.000212532
10558.7      10478.1      1.90461e-05      -5.58704e-05      -0.000189084
10545.3      10464.4      1.5758e-05      -5.00779e-05      -0.000167049
10531.9      10450.7      1.28757e-05      -4.45588e-05      -0.000146542
10518.5      10437      1.03804e-05      -3.93592e-05      -0.000127631
10505.1      10423.3      8.25232e-06      -3.45152e-05      -0.000110355
10491.8      10409.7      6.46172e-06      -3.00481e-05      -9.47307e-05
10478.4      10396      4.97622e-06      -2.59667e-05      -8.07194e-05
10465      10382.3      3.75671e-06      -2.22679e-05      -6.82701e-05
10451.6      10368.6      2.77032e-06      -1.8949e-05      -5.73069e-05
10438.2      10354.9      1.98968e-06      -1.60035e-05      -4.77395e-05
10424.8      10341.2      1.3908e-06      -1.34e-05      -3.94635e-05
10411.4      10327.5      9.329e-07      -1.11299e-05      -3.23656e-05
10398.1      10313.9      5.9231e-07      -9.17072e-06      -2.63335e-05
10384.7      10300.2      3.42852e-07      -7.49366e-06      -2.12563e-05
10371.3      10286.5      1.67463e-07      -6.07491e-06      -1.70234e-05
10357.9      10272.8      4.86894e-08      -4.88379e-06      -1.35223e-05
10344.5      10259.1      -2.78873e-08      -3.89278e-06      -1.06525e-05
10331.1      10245.4      -7.06324e-08      -3.07387e-06      -8.32007e-06
10317.7      10231.7      -9.10921e-08      -2.40508e-06      -6.444e-06
10304.4      10218.1      -9.74938e-08      -1.86595e-06      -4.94866e-06
10291      10204.4      -9.48986e-08      -1.43523e-06      -3.76794e-06
10277.6      10190.7      -8.72036e-08      -1.09406e-06      -2.84405e-06
10264.2      10177      -7.68579e-08      -8.26862e-07      -2.12861e-06
10250.8      10163.3      -6.56214e-08      -6.19228e-07      -1.57895e-06
10237.4      10149.6      -5.45187e-08      -4.59508e-07      -1.16073e-06
10224      10136      -4.42423e-08      -3.37908e-07      -8.45614e-07
10210.7      10122.3      -3.52109e-08      -2.46317e-07      -6.10752e-07
10197.3      10108.6      -2.75259e-08      -1.77861e-07      -4.37028e-07
10183.9      10094.9      -2.11407e-08      -1.27223e-07      -3.09773e-07
10170.5      10081.2      -1.59798e-08      -9.01182e-08      -2.17483e-07
10157.1      10067.5      -1.19085e-08      -6.32443e-08      -1.51313e-07
10143.7      10053.8      -8.74775e-09      -4.3971e-08      -1.04297e-07
10130.3      10040.2      -6.33936e-09      -3.02667e-08      -7.11849e-08
10117      10026.5      -4.53038e-09      -2.06258e-08      -4.81017e-08
10103.6      10012.8      -3.19804e-09      -1.39223e-08      -3.21996e-08
10090.2      9999.1      -2.23096e-09      -9.30691e-09      -2.13454e-08
10076.8      9985.41      -1.53677e-09      -6.15787e-09      -1.40056e-08
10063.4      9971.73      -1.0466e-09      -4.0335e-09      -9.09921e-09
10050      9958.04      -7.04282e-10      -2.61661e-09      -5.85429e-09
10036.6      9944.36      -4.67991e-10      -1.67997e-09      -3.72858e-09
10023.3      9930.67      -3.06989e-10      -1.06669e-09      -2.34905e-09
10009.9      9916.99      -1.98682e-10      -6.69806e-10      -1.46362e-09
9996.48      9903.3      -1.27027e-10      -4.16159e-10      -9.02511e-10
9983.1      9889.62      -8.02567e-11      -2.55996e-10      -5.51046e-10
9969.71      9875.93      -5.00472e-11      -1.55675e-10      -3.3266e-10
9956.33      9862.25      -3.08081e-11      -9.35634e-11      -1.98522e-10
9942.94      9848.56      -1.87331e-11      -5.55997e-11      -1.1716e-10
9929.55      9834.88      -1.12502e-11      -3.26889e-11      -6.84086e-11
9916.17      9821.19      -6.66975e-12      -1.89949e-11      -3.94826e-11
9902.78      9807.51      -3.90586e-12      -1.09089e-11      -2.25285e-11
9889.4      9793.82      -2.2582e-12      -6.19082e-12      -1.27037e-11
9876.01      9780.14      -1.29039e-12      -3.4752e-12      -7.08629e-12
9862.62      9766.45      -7.27419e-13      -1.92652e-12      -3.90399e-12
9849.24      9752.77      -4.04496e-13      -1.05439e-12      -2.12367e-12
9835.85      9739.08      -2.22053e-13      -5.70161e-13      -1.14147e-12
9822.47      9725.4      -1.20576e-13      -3.05121e-13      -6.0727e-13
9809.08      9711.71      -6.45951e-14      -1.61136e-13      -3.18889e-13
9795.7      9698.03      -3.41197e-14      -8.39741e-14      -1.65242e-13
9782.31      9684.34      -1.77682e-14      -4.31675e-14      -8.44741e-14
11774.9      11725.3      0      0      0
11761.5      11711.6      3.57128e-09      1.48035e-09      -2.58427e-09
11748.1      11697.9      4.78839e-09      1.97047e-09      -3.51686e-09
11734.6      11684.2      6.40188e-09      2.61483e-09      -4.77418e-09
11721.2      11670.5      8.53151e-09      3.4576e-09      -6.46222e-09
11707.8      11656.8      1.13288e-08      4.55392e-09      -8.71834e-09
11694.4      11643.1      1.49896e-08      5.97331e-09      -1.17237e-08
11681      11629.4      1.97694e-08      7.80219e-09      -1.57184e-08
11667.5      11615.7      2.59883e-08      1.01558e-08      -2.1016e-08
11654.1      11602      3.40468e-08      1.3168e-08      -2.80093e-08
11640.7      11588.3      4.44395e-08      1.70008e-08      -3.72076e-08
11627.3      11574.6      5.77985e-08      2.1856e-08      -4.92645e-08
11613.9      11560.9      7.49143e-08      2.7979e-08      -6.5025e-08
11600.5      11547.2      9.67321e-08      3.56556e-08      -8.55462e-08
11587      11533.5      1.24472e-07      4.52636e-08      -1.1216e-07
11573.6      11519.8      1.59901e-07      5.75232e-08      -1.4629e-07
11560.2      11506.1      2.04702e-07      7.28367e-08      -1.90175e-07
11546.8      11492.4      2.61122e-07      9.18267e-08      -2.46301e-07
11533.4      11478.7      3.31848e-07      1.15318e-07      -3.1783e-07
11519.9      11465      4.20185e-07      1.44266e-07      -4.08639e-07
11506.5      11451.3      5.30563e-07      1.79953e-07      -5.23462e-07
11493.1      11437.6      6.67746e-07      2.23954e-07      -6.67719e-07
11479.7      11423.9      8.37046e-07      2.77478e-07      -8.48564e-07
11466.3      11410.2      1.04502e-06      3.42228e-07      -1.07454e-06
11452.8      11396.5      1.29955e-06      4.20203e-07      -1.35596e-06
11439.4      11382.8      1.60974e-06      5.13363e-07      -1.7048e-06
11426      11369.1      1.98592e-06      6.24047e-07      -2.13537e-06
11412.6      11355.4      2.43979e-06      7.54787e-07      -2.66457e-06
11399.2      11341.7      2.98509e-06      9.08516e-07      -3.31291e-06
11385.7      11328      3.63692e-06      1.08751e-06      -4.10298e-06
11372.3      11314.4      4.4131e-06      1.29421e-06      -5.06146e-06
11358.9      11300.7      5.3321e-06      1.53301e-06      -6.22054e-06
11345.5      11287      6.41634e-06      1.80553e-06      -7.61564e-06
11332.1      11273.3      7.68738e-06      2.11426e-06      -9.2871e-06
11318.7      11259.6      9.17442e-06      2.46697e-06      -1.12759e-05
11305.2      11245.9      1.09051e-05      2.86379e-06      -1.36311e-05
11291.8      11232.2      1.29092e-05      3.30728e-06      -1.6414e-05
11278.4      11218.5      1.52149e-05      3.79913e-06      -1.96824e-05
11265      11204.8      1.78525e-05      4.33859e-06      -2.34994e-05
11251.6      11191.1      2.08553e-05      4.92285e-06      -2.79343e-05
11238.1      11177.4      2.42603e-05      5.54909e-06      -3.30638e-05
11224.7      11163.7      2.80961e-05      6.21599e-06      -3.89624e-05
11211.3      11150      3.23946e-05      6.91808e-06      -4.57148e-05
11197.9      11136.3      3.71779e-05      7.64935e-06      -5.33987e-05
11184.5      11122.6      4.24747e-05      8.39492e-06      -6.20959e-05
11171      11108.9      4.83041e-05      9.1408e-06      -7.1876e-05
11157.6      11095.2      5.46779e-05      9.87187e-06      -8.28125e-05
11144.2      11081.5      6.15911e-05      1.05815e-05      -9.49782e-05
11130.8      11067.8      6.90521e-05      1.12332e-05      -0.000108426
11117.4      11054.1      7.70517e-05      1.17985e-05      -0.000123194
11103.9      11040.4      8.55328e-05      1.22744e-05      -0.000139304
11090.5      11026.7      9.44872e-05      1.26017e-05      -0.000156737
11077.1      11013      0.000103846      1.27728e-05      -0.000175535
11063.7      10999.3      0.000113678      1.28811e-05      -0.000195543
11050.3      10985.6      0.000123948      1.28699e-05      -0.000216663
11036.9      10971.9      0.000134408      1.2658e-05      -0.000238906
11023.4      10958.2      0.000144984      1.21844e-05      -0.0002621
11010      10944.5      0.000155541      1.14339e-05      -0.000286114
10996.6      10930.8      0.000165946      1.03874e-05      -0.000310761
10983.2      10917.1      0.000176111      8.9865e-06      -0.000335797
10969.8      10903.4      0.000185837      7.27319e-06      -0.000360994
10956.3      10889.7      0.000195002      5.20918e-06      -0.000386034
10942.9      10876      0.000203456      2.80738e-06      -0.000410655
10929.5      10862.3      0.000211053      7.9556e-08      -0.000434548
10916.1      10848.6      0.00021767      -2.97356e-06      -0.000457338
10902.7      10834.9      0.000223168      -6.3079e-06      -0.000478722
10889.2      10821.2      0.000227408      -9.85301e-06      -0.000498383
10875.8      10807.5      0.000230369      -1.36574e-05      -0.00051601
10862.4      10793.8      0.000231976      -1.7636e-05      -0.000531286
10849      10780.1      0.000232132      -2.16836e-05      -0.000543934
10835.6      10766.5      0.000230816      -2.57498e-05      -0.000553672
10822.1      10752.8      0.000228036      -2.9763e-05      -0.000560382
10808.7      10739.1      0.000223975      -3.36114e-05      -0.000563823
10795.3      10725.4      0.000219077      -3.68104e-05      -0.000563548
10781.9      10711.7      0.000212943      -3.97062e-05      -0.000559914
10768.5      10698      0.00020569      -4.22762e-05      -0.000552924
10755.1      10684.3      0.000197395      -4.44457e-05      -0.000542722
10741.6      10670.6      0.000188213      -4.62106e-05      -0.000529409
10728.2      10656.9      0.000178332      -4.75609e-05      -0.000513179
10714.8      10643.2      0.000167841      -4.84218e-05      -0.000494353
10701.4      10629.5      0.00015693      -4.88245e-05      -0.000473188
10688      10615.8      0.000145732      -4.87602e-05      -0.000450023
10674.5      10602.1      0.000134418      -4.82469e-05      -0.000425245
10661.1      10588.4      0.000123149      -4.73237e-05      -0.000399195
10647.7      10574.7      0.000112055      -4.60098e-05      -0.000372261
10634.3      10561      0.00010123      -4.43234e-05      -0.000344814
10620.9      10547.3      9.08075e-05      -4.23291e-05      -0.000317285
10607.4      10533.6      8.08517e-05      -4.01275e-05      -0.000289997
10594      10519.9      7.14436e-05      -3.77529e-05      -0.000263282
10580.6      10506.2      6.26216e-05      -3.52329e-05      -0.000237398
10567.2      10492.5      5.4461e-05      -3.26394e-05      -0.000212571
10553.8      10478.8      4.69912e-05      -3.00137e-05      -0.000189034
10540.4      10465.1      4.01953e-05      -2.7383e-05      -0.000166968
10526.9      10451.4      3.41145e-05      -2.47762e-05      -0.000146418
10513.5      10437.7      2.87186e-05      -2.22237e-05      -0.000127466
10500.1      10424      2.39784e-05      -1.97648e-05      -0.00011015
10486.7      10410.3      1.9863e-05      -1.74368e-05      -9.44813e-05
10473.3      10396.6      1.63179e-05      -1.52508e-05      -8.04387e-05
10459.8      10382.9      1.32913e-05      -1.32235e-05      -6.79662e-05
10446.4      10369.2      1.07326e-05      -1.13675e-05      -5.69873e-05
10433      10355.5      8.5915e-06      -9.68887e-06      -4.74115e-05
10419.6      10341.8      6.81761e-06      -8.18774e-06      -3.9141e-05
10406.2      10328.1      5.36062e-06      -6.85908e-06      -3.20586e-05
10392.7      10314.4      4.17752e-06      -5.69708e-06      -2.60477e-05
10379.3      10300.7      3.22452e-06      -4.68985e-06      -2.09939e-05
10365.9      10287      2.46571e-06      -3.8276e-06      -1.67861e-05
10352.5      10273.3      1.8679e-06      -3.09682e-06      -1.33112e-05
10339.1      10259.6      1.40087e-06      -2.48287e-06      -1.04679e-05
10325.6      10245.9      1.03951e-06      -1.97233e-06      -8.16258e-06
10312.2      10232.2      7.63615e-07      -1.55329e-06      -6.31249e-06
10298.8      10218.5      5.5518e-07      -1.21246e-06      -4.8405e-06
10285.4      10204.9      3.99675e-07      -9.37357e-07      -3.67951e-06
10272      10191.2      2.8456e-07      -7.17976e-07      -2.77249e-06
10258.6      10177.5      2.00033e-07      -5.45044e-07      -2.07125e-06
10245.1      10163.8      1.38787e-07      -4.10135e-07      -1.53406e-06
10231.7      10150.1      9.50155e-08      -3.05863e-07      -1.12614e-06
10218.3      10136.4      6.40852e-08      -2.25973e-07      -8.19159e-07
10204.9      10122.7      4.25691e-08      -1.65445e-07      -5.90529e-07
10191.5      10109      2.77994e-08      -1.20003e-07      -4.2187e-07
10178      10095.3      1.78571e-08      -8.62012e-08      -2.98542e-07
10164.6      10081.6      1.12509e-08      -6.13256e-08      -2.09317e-07
10151.2      10067.9      6.93174e-09      -4.32041e-08      -1.45398e-07
10137.8      10054.2      4.16904e-09      -3.01501e-08      -1.00046e-07
10124.4      10040.5      2.42984e-09      -2.08246e-08      -6.81599e-08
10110.9      10026.8      1.36374e-09      -1.4237e-08      -4.5971e-08
10097.5      10013.1      7.28738e-10      -9.63895e-09      -3.07094e-08
10084.1      9999.39      3.62059e-10      -6.46288e-09      -2.03222e-08
10070.7      9985.69      1.58945e-10      -4.28769e-09      -1.33093e-08
10057.3      9971.99      5.23912e-11      -2.81396e-09      -8.62521e-09
10043.8      9958.29      1.39613e-12      -1.82755e-09      -5.5323e-09
10030.4      9944.6      -1.8706e-11      -1.17431e-09      -3.51274e-09
10017      9930.9      -2.30955e-11      -7.45702e-10      -2.207e-09
10003.6      9917.2      -2.13269e-11      -4.68292e-10      -1.37142e-09
9990.17      9903.5      -1.73613e-11      -2.90881e-10      -8.43025e-10
9976.75      9889.81      -1.31241e-11      -1.78819e-10      -5.12959e-10
9963.33      9876.11      -9.42068e-12      -1.08663e-10      -3.0858e-10
9949.91      9862.41      -6.50754e-12      -6.52775e-11      -1.83554e-10
9936.5      9848.71      -4.36108e-12      -3.87829e-11      -1.08007e-10
9923.08      9835.02      -2.84159e-12      -2.28047e-11      -6.28936e-11
9909.66      9821.32      -1.80783e-12      -1.32473e-11      -3.61893e-11
9896.24      9807.62      -1.12626e-12      -7.60033e-12      -2.05728e-11
9882.82      9793.92      -6.87461e-13      -4.30763e-12      -1.1554e-11
9869.4      9780.23      -4.12799e-13      -2.41755e-12      -6.42618e-12
9855.98      9766.53      -2.43272e-13      -1.34023e-12      -3.53071e-12
9842.56      9752.83      -1.40817e-13      -7.33529e-13      -1.91539e-12
9829.14      9739.13      -8.01258e-14      -3.9631e-13      -1.02587e-12
9815.72      9725.44      -4.49394e-14      -2.1179e-13      -5.43535e-13
9802.31      9711.74      -2.48132e-14      -1.11716e-13      -2.84328e-13
9788.89      9698.04      -1.34883e-14      -5.82125e-14      -1.46921e-13
9775.47      9684.34      -7.2128e-15      -2.99218e-14      -7.4896e-14
11773.1      11727      0      0      0
11759.7      11713.3      4.24399e-09      2.08817e-09      -2.48375e-09
11746.2      11699.6      5.69715e-09      2.78879e-09      -3.39099e-09
11732.8      11685.9      7.6213e-09      3.71162e-09      -4.61455e-09
11719.3      11672.2      1.0161e-08      4.92098e-09      -6.25867e-09
11705.9      11658.5      1.35224e-08      6.52358e-09      -8.44874e-09
11692.4      11644.8      1.79541e-08      8.63102e-09      -1.13587e-08
11679      11631      2.37713e-08      1.13865e-08      -1.52142e-08
11665.5      11617.3      3.13584e-08      1.49706e-08      -2.0314e-08
11652.1      11603.6      4.12371e-08      1.96147e-08      -2.70381e-08
11638.6      11589.9      5.40348e-08      2.56051e-08      -3.58748e-08
11625.2      11576.2      7.05622e-08      3.33008e-08      -4.74432e-08
11611.7      11562.5      9.18228e-08      4.31486e-08      -6.25419e-08
11598.3      11548.8      1.1909e-07      5.57029e-08      -8.21949e-08
11584.8      11535.1      1.5389e-07      7.1638e-08      -1.07656e-07
11571.4      11521.4      1.981e-07      9.17732e-08      -1.40501e-07
11557.9      11507.7      2.54072e-07      1.17077e-07      -1.82737e-07
11544.5      11494      3.248e-07      1.48826e-07      -2.36984e-07
11531      11480.2      4.1364e-07      1.88438e-07      -3.06249e-07
11517.6      11466.5      5.24757e-07      2.3758e-07      -3.9433e-07
11504.1      11452.8      6.63133e-07      2.98272e-07      -5.0593e-07
11490.7      11439.1      8.34946e-07      3.72967e-07      -6.46838e-07
11477.2      11425.4      1.04739e-06      4.64532e-07      -8.24204e-07
11463.8      11411.7      1.30924e-06      5.76883e-07      -1.04599e-06
11450.3      11398      1.63051e-06      7.13856e-07      -1.32196e-06
11436.9      11384.3      2.02298e-06      8.79747e-07      -1.66451e-06
11423.4      11370.6      2.50014e-06      1.07965e-06      -2.08762e-06
11410      11356.9      3.07766e-06      1.31955e-06      -2.60825e-06
11396.5      11343.2      3.77335e-06      1.60613e-06      -3.24606e-06
11383.1      11329.4      4.60836e-06      1.94654e-06      -4.02422e-06
11369.6      11315.7      5.60607e-06      2.34862e-06      -4.96877e-06
11356.2      11302      6.79116e-06      2.8222e-06      -6.10995e-06
11342.7      11288.3      8.19336e-06      3.37618e-06      -7.48238e-06
11329.3      11274.6      9.84631e-06      4.02241e-06      -9.12832e-06
11315.8      11260.9      1.17831e-05      4.77116e-06      -1.10888e-05
11302.4      11247.2      1.40419e-05      5.63297e-06      -1.34123e-05
11288.9      11233.5      1.66619e-05      6.62113e-06      -1.61555e-05
11275.5      11219.8      1.96871e-05      7.74814e-06      -1.93773e-05
11262      11206.1      2.3163e-05      9.02598e-06      -2.31443e-05
11248.6      11192.4      2.71331e-05      1.04643e-05      -2.75229e-05
11235.1      11178.6      3.16495e-05      1.20694e-05      -3.25829e-05
11221.7      11164.9      3.67695e-05      1.38711e-05      -3.83999e-05
11208.2      11151.2      4.2536e-05      1.58756e-05      -4.50521e-05
11194.8      11137.5      4.89822e-05      1.80751e-05      -5.26267e-05
11181.3      11123.8      5.61419e-05      2.04728e-05      -6.12082e-05
11167.9      11110.1      6.40523e-05      2.30596e-05      -7.08645e-05
11154.4      11096.4      7.27315e-05      2.58305e-05      -8.16766e-05
11141      11082.7      8.21768e-05      2.8785e-05      -9.37128e-05
11127.5      11069      9.2404e-05      3.18838e-05      -0.000107027
11114.1      11055.3      0.000103401      3.51129e-05      -0.000121676
11100.6      11041.6      0.000115117      3.84429e-05      -0.000137671
11087.2      11027.8      0.000127514      4.18277e-05      -0.000155024
11073.7      11014.1      0.000140519      4.52338e-05      -0.000173753
11060.3      11000.4      0.000154114      4.8639e-05      -0.00019377
11046.8      10986.7      0.00016819      5.20172e-05      -0.000215004
11033.4      10973      0.000182613      5.52777e-05      -0.000237359
11019.9      10959.3      0.000197243      5.83684e-05      -0.000260726
11006.5      10945.6      0.000211885      6.12607e-05      -0.000284945
10993      10931.9      0.000226437      6.38343e-05      -0.000309791
10979.6      10918.2      0.000240938      6.63145e-05      -0.000334892
10966.1      10904.5      0.000255262      6.87488e-05      -0.000359889
10952.7      10890.8      0.000268988      7.07713e-05      -0.000384687
10939.2      10877      0.000281854      7.23981e-05      -0.000409049
10925.8      10863.3      0.000293712      7.35413e-05      -0.000432612
10912.3      10849.6      0.000304364      7.4175e-05      -0.000455068
10898.9      10835.9      0.000313593      7.42882e-05      -0.000476071
10885.4      10822.2      0.000321215      7.38824e-05      -0.000495298
10872      10808.5      0.000327152      7.28769e-05      -0.000512461
10858.5      10794.8      0.00033129      7.1301e-05      -0.000527245
10845.1      10781.1      0.000333472      6.9226e-05      -0.000539391
10831.6      10767.4      0.000333623      6.6662e-05      -0.000548588
10818.2      10753.7      0.000331762      6.36292e-05      -0.000554733
10804.7      10740      0.000327918      6.01542e-05      -0.000557711
10791.3      10726.2      0.000322139      5.62947e-05      -0.000557363
10777.8      10712.5      0.000314494      5.21415e-05      -0.00055369
10764.4      10698.8      0.000305084      4.77852e-05      -0.000546754
10750.9      10685.1      0.000294065      4.32764e-05      -0.000536638
10737.5      10671.4      0.000281742      3.87628e-05      -0.000523435
10724      10657.7      0.000268339      3.43979e-05      -0.000507283
10710.6      10644      0.000253898      3.00673e-05      -0.000488579
10697.1      10630.3      0.00023864      2.58414e-05      -0.000467625
10683.7      10616.6      0.000222773      2.17771e-05      -0.000444731
10670.2      10602.9      0.000206556      1.7914e-05      -0.000420247
10656.8      10589.1      0.000190206      1.43082e-05      -0.000394536
10643.3      10575.4      0.000173955      1.09877e-05      -0.00036796
10629.9      10561.7      0.000157948      8.01616e-06      -0.000340918
10616.4      10548      0.000142393      5.36947e-06      -0.000313747
10603      10534.3      0.000127463      3.05318e-06      -0.000286799
10589.5      10520.6      0.000113264      1.09711e-06      -0.000260402
10576.1      10506.9      9.99062e-05      -5.28596e-07      -0.000234788
10562.6      10493.2      8.74695e-05      -1.83808e-06      -0.000210226
10549.2      10479.5      7.60072e-05      -2.85429e-06      -0.000186923
10535.7      10465.8      6.55484e-05      -3.60183e-06      -0.000165023
10522.3      10452.1      5.60833e-05      -4.09561e-06      -0.000144656
10508.8      10438.3      4.76119e-05      -4.38651e-06      -0.00012588
10495.4      10424.6      4.01494e-05      -4.45815e-06      -0.000108703
10481.9      10410.9      3.36928e-05      -4.29057e-06      -9.30915e-05
10468.5      10397.2      2.80613e-05      -4.04901e-06      -7.91181e-05
10455      10383.5      2.3187e-05      -3.74895e-06      -6.67404e-05
10441.6      10369.8      1.90056e-05      -3.41393e-06      -5.58663e-05
10428.1      10356.1      1.54742e-05      -3.04886e-06      -4.63846e-05
10414.7      10342.4      1.24929e-05      -2.68755e-06      -3.82162e-05
10401.2      10328.7      1.00031e-05      -2.3434e-06      -3.12433e-05
10387.8      10315      7.94202e-06      -2.02099e-06      -2.53402e-05
10374.3      10301.3      6.25004e-06      -1.72287e-06      -2.03891e-05
10360.9      10287.5      4.87632e-06      -1.45397e-06      -1.62733e-05
10347.4      10273.8      3.77156e-06      -1.21416e-06      -1.28843e-05
10334      10260.1      2.8909e-06      -1.00315e-06      -1.01172e-05
10320.5      10246.4      2.19544e-06      -8.1995e-07      -7.87866e-06
10307.1      10232.7      1.65183e-06      -6.63399e-07      -6.08385e-06
10293.6      10219      1.23182e-06      -5.31756e-07      -4.65906e-06
10280.2      10205.3      9.09825e-07      -4.21769e-07      -3.53731e-06
10266.7      10191.6      6.65466e-07      -3.31044e-07      -2.66205e-06
10253.3      10177.9      4.82125e-07      -2.57194e-07      -1.98625e-06
10239.8      10164.2      3.46077e-07      -1.97587e-07      -1.46943e-06
10226.4      10150.5      2.46065e-07      -1.50212e-07      -1.07718e-06
10212.9      10136.7      1.7322e-07      -1.1296e-07      -7.82347e-07
10199.5      10123      1.20716e-07      -8.40253e-08      -5.62941e-07
10186      10109.3      8.33303e-08      -6.18819e-08      -4.01517e-07
10172.6      10095.6      5.6952e-08      -4.51008e-08      -2.83702e-07
10159.1      10081.9      3.85102e-08      -3.25033e-08      -1.98528e-07
10145.7      10068.2      2.57653e-08      -2.31737e-08      -1.37587e-07
10132.2      10054.5      1.70654e-08      -1.63543e-08      -9.44685e-08
10118.8      10040.8      1.1179e-08      -1.14159e-08      -6.4224e-08
10105.3      10027.1      7.24437e-09      -7.88464e-09      -4.32377e-08
10091.9      10013.4      4.64247e-09      -5.38643e-09      -2.88144e-08
10078.4      9999.65      2.94366e-09      -3.64204e-09      -1.90209e-08
10065      9985.95      1.84439e-09      -2.43461e-09      -1.2425e-08
10051.5      9972.24      1.14188e-09      -1.60913e-09      -8.03035e-09
10038.1      9958.53      6.98963e-10      -1.05226e-09      -5.13812e-09
10024.6      9944.82      4.23022e-10      -6.80927e-10      -3.25583e-09
10011.2      9931.11      2.52918e-10      -4.35528e-10      -2.04053e-09
9997.75      9917.4      1.49641e-10      -2.7492e-10      -1.26448e-09
9984.3      9903.69      8.73578e-11      -1.7158e-10      -7.74904e-10
9970.85      9889.98      5.04026e-11      -1.06057e-10      -4.70389e-10
