#First two columns are conformal time, the other three columns are tau0*tau0*r*Dl*Window1*Window2
#tau1     tau2      D2_integrand      D9_integrand      D42_integrand
9684.34      9731.74      4.17682e-14      3.14629e-14      -1.15678e-14
11736.2      11763.8      0      0      0
11722.4      11750.2      9.88638e-09      7.40419e-09      -1.65218e-10
11708.6      11736.6      1.33906e-08      1.00319e-08      -2.43607e-10
11694.9      11723      1.8072e-08      1.35431e-08      -3.58744e-10
11681.1      11709.4      2.43102e-08      1.8222e-08      -5.27371e-10
11667.3      11695.7      3.26026e-08      2.4445e-08      -7.65239e-10
11653.6      11682.1      4.35927e-08      3.26945e-08      -1.09347e-09
11639.8      11668.5      5.80817e-08      4.35695e-08      -1.55844e-09
11626      11654.9      7.71178e-08      5.78598e-08      -2.21238e-09
11612.2      11641.3      1.02087e-07      7.66078e-08      -3.12767e-09
11598.5      11627.7      1.34671e-07      1.01074e-07      -4.40112e-09
11584.7      11614.1      1.77009e-07      1.32855e-07      -6.16199e-09
11570.9      11600.4      2.31792e-07      1.73991e-07      -8.59697e-09
11557.2      11586.8      3.02679e-07      2.27202e-07      -1.18783e-08
11543.4      11573.2      3.94536e-07      2.96354e-07      -1.56251e-08
11529.6      11559.6      5.1226e-07      3.85041e-07      -2.05412e-08
11515.9      11546      6.62563e-07      4.98264e-07      -2.70301e-08
11502.1      11532.4      8.54062e-07      6.42574e-07      -3.56262e-08
11488.3      11518.8      1.09681e-06      8.25536e-07      -4.69443e-08
11474.5      11505.1      1.40294e-06      1.05632e-06      -6.18687e-08
11460.8      11491.5      1.78753e-06      1.34621e-06      -8.14699e-08
11447      11477.9      2.26902e-06      1.70909e-06      -1.07208e-07
11433.2      11464.3      2.86925e-06      2.16154e-06      -1.40986e-07
11419.5      11450.7      3.61339e-06      2.72238e-06      -1.85209e-07
11405.7      11437.1      4.532e-06      3.41477e-06      -2.42949e-07
11391.9      11423.5      5.66152e-06      4.26558e-06      -3.17871e-07
11378.1      11409.9      7.04375e-06      5.30625e-06      -4.15083e-07
11364.4      11396.2      8.73454e-06      6.58079e-06      -5.33156e-07
11350.6      11382.6      1.07977e-05      8.13837e-06      -6.72708e-07
11336.8      11369      1.32944e-05      1.00234e-05      -8.45992e-07
11323.1      11355.4      1.63012e-05      1.22933e-05      -1.05965e-06
11309.3      11341.8      1.99074e-05      1.50171e-05      -1.32299e-06
11295.5      11328.2      2.42131e-05      1.82693e-05      -1.6458e-06
11281.7      11314.6      2.93251e-05      2.21316e-05      -2.04029e-06
11268      11300.9      3.53639e-05      2.66943e-05      -2.51804e-06
11254.2      11287.3      4.24671e-05      3.20598e-05      -3.09597e-06
11240.4      11273.7      5.07839e-05      3.83439e-05      -3.79404e-06
11226.7      11260.1      6.04611e-05      4.56551e-05      -4.62911e-06
11212.9      11246.5      7.16593e-05      5.41172e-05      -5.62681e-06
11199.1      11232.9      8.45601e-05      6.38603e-05      -6.80879e-06
11185.4      11219.3      9.93597e-05      7.50245e-05      -8.20524e-06
11171.6      11205.6      0.000116241      8.77762e-05      -9.82208e-06
11157.8      11192      0.000135382      0.000102224      -1.16928e-05
11144      11178.4      0.000156957      0.000118513      -1.3863e-05
11130.3      11164.8      0.000181146      0.000136767      -1.63594e-05
11116.5      11151.2      0.000208091      0.00015708      -1.92185e-05
11102.7      11137.6      0.000237897      0.000179551      -2.24824e-05
11089      11124      0.000270675      0.000204254      -2.6181e-05
11075.2      11110.3      0.000306501      0.000231224      -3.03538e-05
11061.4      11096.7      0.000345373      0.000260476      -3.50227e-05
11047.6      11083.1      0.000387253      0.000291974      -4.02134e-05
11033.9      11069.5      0.000432059      0.000325648      -4.59605e-05
11020.1      11055.9      0.00047964      0.00036136      -5.22935e-05
11006.3      11042.3      0.000529776      0.000398955      -5.92132e-05
10992.6      11028.7      0.000582412      0.000438434      -6.6463e-05
10978.8      11015      0.000637666      0.000480009      -7.35761e-05
10965      11001.4      0.000694453      0.000522736      -8.11373e-05
10951.3      10987.8      0.000752247      0.000566174      -8.91157e-05
10937.5      10974.2      0.000810465      0.000609866      -9.7487e-05
10923.7      10960.6      0.000868414      0.000653312      -0.000106197
10909.9      10947      0.000925383      0.000695959      -0.000115202
10896.2      10933.4      0.000980629      0.000737251      -0.000124424
10882.4      10919.7      0.00103332      0.000776559      -0.00013381
10868.6      10906.1      0.00108266      0.000813276      -0.000143234
10854.9      10892.5      0.00112791      0.000846822      -0.000152621
10841.1      10878.9      0.00116826      0.000876671      -0.000161882
10827.3      10865.3      0.00120294      0.000902174      -0.000170878
10813.5      10851.7      0.00123139      0.000922844      -0.000179498
10799.8      10838.1      0.00125464      0.000939991      -0.000186013
10786      10824.4      0.00127165      0.000952668      -0.000190864
10772.2      10810.8      0.00128111      0.000959726      -0.000194773
10758.5      10797.2      0.00128283      0.000960901      -0.000197677
10744.7      10783.6      0.00127682      0.000956219      -0.000199534
10730.9      10770      0.00126307      0.000945737      -0.000200254
10717.1      10756.4      0.00124168      0.000929509      -0.000199827
10703.4      10742.8      0.00121296      0.00090782      -0.000198279
10689.6      10729.1      0.00117744      0.00088101      -0.000195604
10675.8      10715.5      0.00113571      0.000849512      -0.000191831
10662.1      10701.9      0.00108836      0.000813803      -0.000186975
10648.3      10688.3      0.00103652      0.000774833      -0.000180817
10634.5      10674.7      0.00098065      0.000732884      -0.000173799
10620.8      10661.1      0.000921634      0.000688507      -0.00016606
10607      10647.5      0.00086119      0.000643355      -0.000156859
10593.2      10633.8      0.000799333      0.000597064      -0.000147205
10579.4      10620.2      0.000736814      0.000550313      -0.000137271
10565.7      10606.6      0.000674486      0.000503715      -0.000127198
10551.9      10593      0.000613164      0.000457813      -0.000117091
10538.1      10579.4      0.0005535      0.00041317      -0.000107106
10524.4      10565.8      0.000496091      0.000370215      -9.73094e-05
10510.6      10552.2      0.000441434      0.000329327      -8.78082e-05
10496.8      10538.6      0.000389962      0.000290814      -7.87043e-05
10483      10524.9      0.000341976      0.000254916      -7.00646e-05
10469.3      10511.3      0.000297664      0.000221791      -6.19396e-05
10455.5      10497.7      0.000257164      0.000191519      -5.43679e-05
10441.7      10484.1      0.000220497      0.000164125      -4.73868e-05
10428      10470.5      0.00018771      0.000139653      -4.09235e-05
10414.2      10456.9      0.000158666      0.000118007      -3.49929e-05
10400.4      10443.3      0.000133082      9.89482e-05      -2.97061e-05
10386.7      10429.6      0.000110748      8.23131e-05      -2.50296e-05
10372.9      10416      9.143e-05      6.79267e-05      -2.09321e-05
10359.1      10402.4      7.48775e-05      5.56032e-05      -1.73731e-05
10345.3      10388.8      6.08295e-05      4.51493e-05      -1.43098e-05
10331.6      10375.2      4.90159e-05      3.63598e-05      -1.16941e-05
10317.8      10361.6      3.91671e-05      2.90372e-05      -9.48208e-06
10304      10348      3.10384e-05      2.29959e-05      -7.62844e-06
10290.3      10334.3      2.43908e-05      1.80571e-05      -6.08758e-06
10276.5      10320.7      1.90048e-05      1.40593e-05      -4.81938e-06
10262.7      10307.1      1.46797e-05      1.08512e-05      -3.78346e-06
10248.9      10293.5      1.1242e-05      8.30335e-06      -2.94611e-06
10235.2      10279.9      8.54309e-06      6.3067e-06      -2.26588e-06
10221.4      10266.3      6.43604e-06      4.74849e-06      -1.72692e-06
10207.6      10252.7      4.80485e-06      3.54309e-06      -1.30527e-06
10193.9      10239      3.55562e-06      2.62026e-06      -9.78414e-07
10180.1      10225.4      2.60662e-06      1.91966e-06      -7.27082e-07
10166.3      10211.8      1.89286e-06      1.39296e-06      -5.35583e-07
10152.5      10198.2      1.36205e-06      1.00149e-06      -3.91163e-07
10138.8      10184.6      9.71654e-07      7.1398e-07      -2.82673e-07
10125      10171      6.86472e-07      5.04071e-07      -2.02327e-07
10111.2      10157.4      4.80226e-07      3.52347e-07      -1.43462e-07
10097.5      10143.7      3.32788e-07      2.43975e-07      -1.00809e-07
10083.7      10130.1      2.2845e-07      1.67338e-07      -7.0207e-08
10069.9      10116.5      1.5523e-07      1.13601e-07      -4.84113e-08
10056.2      10102.9      1.04437e-07      7.63683e-08      -3.30021e-08
10042.4      10089.3      6.96889e-08      5.09472e-08      -2.21792e-08
10028.6      10075.7      4.60539e-08      3.36576e-08      -1.47697e-08
10014.8      10062.1      3.01101e-08      2.19963e-08      -9.73716e-09
10001.1      10048.4      1.94721e-08      1.42189e-08      -6.35396e-09
9987.3      10034.8      1.24654e-08      9.09775e-09      -4.10681e-09
9973.53      10021.2      7.89857e-09      5.76122e-09      -2.62896e-09
9959.76      10007.6      4.94984e-09      3.60801e-09      -1.66547e-09
9945.99      9993.99      3.06665e-09      2.23365e-09      -1.04377e-09
9932.22      9980.37      1.88058e-09      1.36863e-09      -6.47842e-10
9918.45      9966.76      1.14025e-09      8.29073e-10      -3.97818e-10
9904.68      9953.15      6.83718e-10      4.96623e-10      -2.41738e-10
9890.9      9939.53      4.05208e-10      2.93999e-10      -1.45276e-10
9877.13      9925.92      2.3755e-10      1.72161e-10      -8.64168e-11
9863.36      9912.3      1.37679e-10      9.96901e-11      -5.06934e-11
9849.59      9898.69      7.89596e-11      5.71247e-11      -2.93714e-11
9835.82      9885.08      4.47605e-11      3.23578e-11      -1.68235e-11
9822.05      9871.46      2.50862e-11      1.8121e-11      -9.52829e-12
9808.28      9857.85      1.38813e-11      1.00192e-11      -5.32803e-12
9794.51      9844.23      7.58798e-12      5.47221e-12      -2.94347e-12
9780.74      9830.62      4.10274e-12      2.95604e-12      -1.60868e-12
9766.97      9817.01      2.19134e-12      1.57735e-12      -8.68542e-13
9753.2      9803.39      1.15484e-12      8.30457e-13      -4.62712e-13
9739.43      9789.78      6.00364e-13      4.31327e-13      -2.43192e-13
9725.66      9776.16      3.09035e-13      2.21806e-13      -1.26568e-13
9711.89      9762.55      1.56978e-13      1.12555e-13      -6.50131e-14
9698.11      9748.93      7.86225e-14      5.63125e-14      -3.29294e-14
9684.34      9735.32      3.8813e-14      2.77684e-14      -1.64413e-14
11735.1      11764.9      0      0      0
11721.4      11751.3      9.03362e-09      6.58625e-09      -6.28933e-10
11707.6      11737.7      1.22248e-08      8.91424e-09      -8.75584e-10
11693.8      11724.1      1.64846e-08      1.20218e-08      -1.21697e-09
11680.1      11710.5      2.21528e-08      1.6157e-08      -1.68833e-09
11666.3      11696.9      2.96798e-08      2.16474e-08      -2.33791e-09
11652.6      11683.3      3.96304e-08      2.89028e-08      -3.2307e-09
11638.8      11669.7      5.27261e-08      3.84455e-08      -4.45574e-09
11625      11656.1      6.99106e-08      5.09613e-08      -6.13182e-09
11611.3      11642.5      9.23808e-08      6.73233e-08      -8.41022e-09
11597.5      11628.9      1.21914e-07      8.88852e-08      -1.12615e-08
11583.7      11615.3      1.60316e-07      1.16921e-07      -1.50295e-08
11570      11601.7      2.10101e-07      1.5329e-07      -2.00088e-08
11556.2      11588.1      2.7438e-07      2.00236e-07      -2.65512e-08
11542.4      11574.5      3.57047e-07      2.60642e-07      -3.5131e-08
11528.7      11560.9      4.62963e-07      3.38068e-07      -4.63149e-08
11514.9      11547.3      5.98262e-07      4.36948e-07      -6.08933e-08
11501.2      11533.8      7.70208e-07      5.62638e-07      -7.98168e-08
11487.4      11520.2      9.87822e-07      7.217e-07      -1.04238e-07
11473.6      11506.6      1.26243e-06      9.22483e-07      -1.35749e-07
11459.9      11493      1.60778e-06      1.1749e-06      -1.76153e-07
11446.1      11479.4      2.03996e-06      1.49079e-06      -2.27481e-07
11432.3      11465.8      2.57777e-06      1.88411e-06      -2.92989e-07
11418.6      11452.2      3.24491e-06      2.37168e-06      -3.76316e-07
11404.8      11438.6      4.07114e-06      2.97628e-06      -4.80678e-07
11391      11425      5.08719e-06      3.71963e-06      -6.11375e-07
11377.3      11411.4      6.33126e-06      4.62939e-06      -7.74725e-07
11363.5      11397.8      7.84767e-06      5.7389e-06      -9.78402e-07
11349.8      11384.2      9.69092e-06      7.08728e-06      -1.23115e-06
11336      11370.6      1.1918e-05      8.71573e-06      -1.54354e-06
11322.2      11357      1.45961e-05      1.06732e-05      -1.92733e-06
11308.5      11343.4      1.7803e-05      1.30171e-05      -2.39754e-06
11294.7      11329.8      2.16263e-05      1.58108e-05      -2.97127e-06
11280.9      11316.2      2.61618e-05      1.91237e-05      -3.66832e-06
11267.2      11302.6      3.15119e-05      2.30307e-05      -4.50946e-06
11253.4      11289      3.77969e-05      2.76166e-05      -5.52076e-06
11239.6      11275.4      4.51388e-05      3.29717e-05      -6.73328e-06
11225.9      11261.8      5.36772e-05      3.91992e-05      -8.17564e-06
11212.1      11248.2      6.36352e-05      4.64812e-05      -9.79958e-06
11198.4      11234.7      7.51087e-05      5.4867e-05      -1.17053e-05
11184.6      11221.1      8.82505e-05      6.44629e-05      -1.39285e-05
11170.8      11207.5      0.000103217      7.53888e-05      -1.6514e-05
11157.1      11193.9      0.000120171      8.77579e-05      -1.95068e-05
11143.3      11180.3      0.000139263      0.00010168      -2.29591e-05
11129.5      11166.7      0.000160625      0.000117239      -2.69121e-05
11115.8      11153.1      0.000184385      0.000134521      -3.14198e-05
11102      11139.5      0.000210647      0.000153608      -3.65403e-05
11088.2      11125.9      0.000239483      0.000174546      -4.2324e-05
11074.5      11112.3      0.000270935      0.000197337      -4.88225e-05
11060.7      11098.7      0.000304983      0.000221978      -5.60744e-05
11047      11085.1      0.000341596      0.00024843      -6.41215e-05
11033.2      11071.5      0.000380697      0.000276639      -7.29944e-05
11019.4      11057.9      0.000422896      0.000307225      -8.19833e-05
11005.7      11044.3      0.000467392      0.000339445      -9.16554e-05
10991.9      11030.7      0.000513934      0.000373112      -0.000101971
10978.1      11017.1      0.000562206      0.000407981      -0.000112912
10964.4      11003.5      0.000611788      0.000443784      -0.000124434
10950.6      10989.9      0.000662228      0.000480152      -0.00013646
10936.8      10976.3      0.00071302      0.000516702      -0.000148917
10923.1      10962.7      0.000763591      0.000553036      -0.000161695
10909.3      10949.2      0.0008133      0.000588684      -0.000174696
10895.6      10935.6      0.000861514      0.000623201      -0.000187771
10881.8      10922      0.000907539      0.000656046      -0.000200793
10868      10908.4      0.000950683      0.000686788      -0.000213614
10854.3      10894.8      0.000990299      0.000714867      -0.000226017
10840.5      10881.2      0.00102572      0.00073989      -0.000237888
10826.7      10867.6      0.00105723      0.000762414      -0.000248106
10813      10854      0.00108372      0.000781143      -0.000257155
10799.2      10840.4      0.00110448      0.000795836      -0.000265019
10785.4      10826.8      0.00111894      0.000805997      -0.000271547
10771.7      10813.2      0.00112682      0.000811386      -0.000276665
10757.9      10799.6      0.00112793      0.000811881      -0.000280336
10744.2      10786      0.00112227      0.000807398      -0.000282432
10730.4      10772.4      0.00110973      0.000797975      -0.000282882
10716.6      10758.8      0.00109052      0.000783735      -0.000281658
10702.9      10745.2      0.00106496      0.000764958      -0.000278838
10689.1      10731.6      0.00103346      0.000741917      -0.000274412
10675.3      10718      0.000996513      0.000714883      -0.000268405
10661.6      10704.4      0.000954621      0.000684379      -0.000260933
10647.8      10690.8      0.000908597      0.000650896      -0.000252064
10634      10677.2      0.000860041      0.000615903      -0.000241185
10620.3      10663.6      0.000808666      0.000578897      -0.00022934
10606.5      10650.1      0.000755258      0.000540416      -0.000216671
10592.8      10636.5      0.000700641      0.000501065      -0.000203389
10579      10622.9      0.000645543      0.000461424      -0.000189674
10565.2      10609.3      0.00059066      0.000421968      -0.000175736
10551.5      10595.7      0.000536709      0.000383169      -0.000161739
10537.7      10582.1      0.000484254      0.000345476      -0.000147877
10523.9      10568.5      0.000433828      0.000309272      -0.000134284
10510.2      10554.9      0.000385865      0.000274861      -0.000121095
10496.4      10541.3      0.000340725      0.000242492      -0.000108457
10482.6      10527.7      0.000298669      0.000212353      -9.64599e-05
10468.9      10514.1      0.000259862      0.000184585      -8.51869e-05
10455.1      10500.5      0.000224417      0.000159245      -7.46844e-05
10441.3      10486.9      0.000192645      0.000136637      -6.47252e-05
10427.6      10473.3      0.000164109      0.000116332      -5.56983e-05
10413.8      10459.7      0.000138733      9.82755e-05      -4.75827e-05
10400.1      10446.1      0.000116367      8.2376e-05      -4.03563e-05
10386.3      10432.5      9.68369e-05      6.84997e-05      -3.39722e-05
10372.5      10418.9      7.99422e-05      5.65003e-05      -2.83841e-05
10358.8      10405.3      6.54707e-05      4.62296e-05      -2.35392e-05
10345      10391.7      5.31852e-05      3.75178e-05      -1.93724e-05
10331.2      10378.1      4.285e-05      3.01939e-05      -1.58185e-05
10317.5      10364.6      3.42343e-05      2.40951e-05      -1.2815e-05
10303.7      10351      2.71256e-05      1.90682e-05      -1.03024e-05
10289.9      10337.4      2.13137e-05      1.4962e-05      -8.21622e-06
10276.2      10323.8      1.6603e-05      1.16379e-05      -6.49935e-06
10262.4      10310.2      1.28204e-05      8.97379e-06      -5.09883e-06
10248.7      10296.6      9.83597e-06      6.8802e-06      -3.94759e-06
10234.9      10283      7.48128e-06      5.22921e-06      -3.03056e-06
10221.1      10269.4      5.6403e-06      3.93931e-06      -2.30642e-06
10207.4      10255.8      4.21455e-06      2.94108e-06      -1.73983e-06
10193.6      10242.2      3.12156e-06      2.17662e-06      -1.3011e-06
10179.8      10228.6      2.29111e-06      1.59634e-06      -9.63934e-07
10166.1      10215      1.66681e-06      1.16051e-06      -7.07491e-07
10152.3      10201.4      1.20139e-06      8.35792e-07      -5.14683e-07
10138.5      10187.8      8.57896e-07      5.96308e-07      -3.71121e-07
10124.8      10174.2      6.06642e-07      4.21284e-07      -2.6512e-07
10111      10160.6      4.24889e-07      2.94734e-07      -1.87667e-07
10097.3      10147      2.94791e-07      2.04264e-07      -1.31673e-07
10083.5      10133.4      2.02535e-07      1.40172e-07      -9.15314e-08
10069.7      10119.8      1.37736e-07      9.51966e-08      -6.30026e-08
10056      10106.2      9.27438e-08      6.40291e-08      -4.29085e-08
10042.2      10092.6      6.18817e-08      4.26697e-08      -2.89595e-08
10028.4      10079.1      4.08693e-08      2.81453e-08      -1.93483e-08
10014.7      10065.5      2.67069e-08      1.83681e-08      -1.27919e-08
10000.9      10051.9      1.7265e-08      1.18584e-08      -8.3674e-09
9987.15      10038.3      1.10568e-08      7.58407e-09      -5.42281e-09
9973.38      10024.7      7.00671e-09      4.79912e-09      -3.47778e-09
9959.62      10011.1      4.39109e-09      3.00318e-09      -2.20602e-09
9945.85      9997.48      2.72138e-09      1.85839e-09      -1.38396e-09
9932.09      9983.88      1.66953e-09      1.13831e-09      -8.59516e-10
9918.33      9970.29      1.01344e-09      6.89852e-10      -5.2823e-10
9904.56      9956.69      6.08064e-10      4.13199e-10      -3.20911e-10
9890.8      9943.1      3.60704e-10      2.44683e-10      -1.92777e-10
9877.04      9929.5      2.11662e-10      1.43328e-10      -1.14563e-10
9863.27      9915.91      1.22972e-10      8.31808e-11      -6.71531e-11
9849.51      9902.31      7.06088e-11      4.76974e-11      -3.89165e-11
9835.74      9888.72      4.00715e-11      2.7032e-11      -2.2302e-11
9821.98      9875.12      2.24771e-11      1.51419e-11      -1.26395e-11
9808.22      9861.52      1.24481e-11      8.37301e-12      -7.07509e-12
9794.45      9847.93      6.81406e-12      4.57589e-12      -3.91647e-12
9780.69      9834.33      3.68656e-12      2.47112e-12      -2.14382e-12
9766.93      9820.74      1.9698e-12      1.31777e-12      -1.15951e-12
9753.16      9807.14      1.03835e-12      6.93198e-13      -6.18978e-13
9739.4      9793.55      5.40368e-13      3.59977e-13      -3.26373e-13
9725.63      9779.95      2.78162e-13      1.84888e-13      -1.70311e-13
9711.87      9766.36      1.41277e-13      9.36717e-14      -8.77281e-14
9698.11      9752.76      7.07373e-14      4.67801e-14      -4.45739e-14
9684.34      9739.17      3.49084e-14      2.30217e-14      -2.23324e-14
11734      11766      0      0      0
11720.3      11752.4      8.18263e-09      5.77352e-09      -1.05996e-09
11706.5      11738.9      1.10615e-08      7.80432e-09      -1.46172e-09
11692.8      11725.3      1.49051e-08      1.05154e-08      -2.01126e-09
11679      11711.7      2.00201e-08      1.41218e-08      -2.76085e-09
11665.2      11698.1      2.6808e-08      1.89116e-08      -3.76556e-09
11651.5      11684.6      3.57907e-08      2.52531e-08      -5.10332e-09
11637.7      11671      4.76484e-08      3.36208e-08      -6.90112e-09
11624      11657.4      6.32236e-08      4.46149e-08      -9.30615e-09
11610.2      11643.8      8.35899e-08      5.89904e-08      -1.2505e-08
11596.5      11630.3      1.10119e-07      7.77147e-08      -1.67498e-08
11582.7      11616.7      1.44619e-07      1.02057e-07      -2.23687e-08
11568.9      11603.1      1.89297e-07      1.3358e-07      -2.97868e-08
11555.2      11589.5      2.46867e-07      1.74174e-07      -3.95317e-08
11541.4      11576      3.20746e-07      2.2627e-07      -5.22869e-08
11527.7      11562.4      4.15298e-07      2.92934e-07      -6.8918e-08
11513.9      11548.8      5.35925e-07      3.7792e-07      -9.05733e-08
11500.2      11535.2      6.88987e-07      4.85719e-07      -1.1864e-07
11486.4      11521.7      8.824e-07      6.21866e-07      -1.54826e-07
11472.7      11508.1      1.12625e-06      7.93478e-07      -2.01311e-07
11458.9      11494.5      1.43352e-06      1.01001e-06      -2.59478e-07
11445.1      11480.9      1.8179e-06      1.28075e-06      -3.3339e-07
11431.4      11467.4      2.29612e-06      1.61767e-06      -4.26982e-07
11417.6      11453.8      2.88933e-06      2.03547e-06      -5.45182e-07
11403.9      11440.2      3.62086e-06      2.55066e-06      -6.93773e-07
11390.1      11426.6      4.51995e-06      3.18344e-06      -8.79797e-07
11376.4      11413.1      5.62001e-06      3.95709e-06      -1.11193e-06
11362.6      11399.5      6.95985e-06      4.89913e-06      -1.40072e-06
11348.8      11385.9      8.58303e-06      6.03964e-06      -1.75813e-06
11335.1      11372.3      1.05407e-05      7.41372e-06      -2.19893e-06
11321.3      11358.8      1.28945e-05      9.06368e-06      -2.74052e-06
11307.6      11345.2      1.57081e-05      1.10348e-05      -3.40353e-06
11293.8      11331.6      1.90536e-05      1.33759e-05      -4.21094e-06
11280.1      11318      2.30118e-05      1.6142e-05      -5.19028e-06
11266.3      11304.5      2.77095e-05      1.94322e-05      -6.34047e-06
11252.6      11290.9      3.3251e-05      2.33161e-05      -7.69209e-06
11238.8      11277.3      3.97261e-05      2.78529e-05      -9.29626e-06
11225      11263.7      4.72512e-05      3.31261e-05      -1.1189e-05
11211.3      11250.1      5.59566e-05      3.92224e-05      -1.34117e-05
11197.5      11236.6      6.59811e-05      4.62355e-05      -1.60122e-05
11183.8      11223      7.74558e-05      5.42519e-05      -1.90352e-05
11170      11209.4      9.05121e-05      6.33678e-05      -2.25341e-05
11156.3      11195.8      0.000105294      7.36788e-05      -2.65638e-05
11142.5      11182.3      0.000121927      8.52701e-05      -3.11838e-05
11128.7      11168.7      0.000140538      9.82247e-05      -3.64473e-05
11115      11155.1      0.000161236      0.0001126      -4.2405e-05
11101.2      11141.5      0.000184106      0.000128468      -4.9128e-05
11087.5      11128      0.000209199      0.000145868      -5.66571e-05
11073.7      11114.4      0.000236633      0.000164837      -6.50058e-05
11060      11100.8      0.000266545      0.000185582      -7.40637e-05
11046.2      11087.2      0.000298818      0.000207936      -8.39256e-05
11032.5      11073.7      0.000333351      0.000231828      -9.46529e-05
11018.7      11060.1      0.000369999      0.000257162      -0.000106272
11004.9      11046.5      0.00040863      0.000283788      -0.000118739
10991.2      11032.9      0.00044898      0.000311563      -0.000132033
10977.4      11019.4      0.000490777      0.000340268      -0.000146093
10963.7      11005.8      0.000533663      0.000369676      -0.000160867
10949.9      10992.2      0.000577223      0.000399487      -0.000176253
10936.2      10978.6      0.00062104      0.000429358      -0.000192141
10922.4      10965.1      0.000664592      0.000458992      -0.000208409
10908.6      10951.5      0.000707362      0.000487968      -0.000224882
10894.9      10937.9      0.000748751      0.00051593      -0.000241413
10881.1      10924.3      0.000788164      0.000542456      -0.000257802
10867.4      10910.8      0.000825708      0.000567765      -0.000273261
10853.6      10897.2      0.000860428      0.000591193      -0.000287906
10839.9      10883.6      0.000891525      0.000612064      -0.000301679
10826.1      10870      0.00091843      0.00063005      -0.000314433
10812.4      10856.5      0.000940722      0.000644735      -0.000325909
10798.6      10842.9      0.000957957      0.0006559      -0.000335947
10784.8      10829.3      0.000969689      0.000663323      -0.000344327
10771.1      10815.7      0.000975739      0.000666831      -0.000350885
10757.3      10802.2      0.000975902      0.000666279      -0.000355559
10743.6      10788.6      0.00097018      0.000661619      -0.000358202
10729.8      10775      0.000958549      0.000652915      -0.000358724
10716.1      10761.4      0.00094122      0.000640347      -0.000357132
10702.3      10747.9      0.000918461      0.000624085      -0.000353449
10688.5      10734.3      0.000890534      0.000604361      -0.00034771
10674.8      10720.7      0.000858374      0.000581836      -0.000339565
10661      10707.1      0.000823083      0.000557567      -0.000328635
10647.3      10693.6      0.000784113      0.000530822      -0.000316111
10633.5      10680      0.000742083      0.000501996      -0.000302184
10619.8      10666.4      0.000697605      0.000471534      -0.000287079
10606      10652.8      0.000651408      0.000439921      -0.000270994
10592.3      10639.3      0.000604193      0.000407614      -0.000254168
10578.5      10625.7      0.000556555      0.000375096      -0.000236836
10564.7      10612.1      0.000509104      0.000342754      -0.000219248
10551      10598.5      0.000462472      0.000310979      -0.000201622
10537.2      10585      0.000417164      0.000280143      -0.000184193
10523.5      10571.4      0.000373612      0.000250558      -0.000167136
10509.7      10557.8      0.000332201      0.000222461      -0.000150607
10496      10544.2      0.000293235      0.000196053      -0.000134786
10482.2      10530.7      0.000256943      0.000171498      -0.000119792
10468.4      10517.1      0.000223767      0.000149185      -0.00010545
10454.7      10503.5      0.00019348      0.000128867      -9.21025e-05
10440.9      10489.9      0.000166047      0.000110477      -7.98512e-05
10427.2      10476.4      0.000141432      9.39888e-05      -6.87223e-05
10413.4      10462.8      0.000119558      7.93536e-05      -5.87037e-05
10399.7      10449.2      0.00010029      6.64804e-05      -4.97663e-05
10385.9      10435.6      8.34691e-05      5.5261e-05      -4.18662e-05
10372.2      10422.1      6.89277e-05      4.55715e-05      -3.49484e-05
10358.4      10408.5      5.6474e-05      3.72847e-05      -2.89505e-05
10344.6      10394.9      4.58976e-05      3.02592e-05      -2.37915e-05
10330.9      10381.3      3.70003e-05      2.4355e-05      -1.93943e-05
10317.1      10367.8      2.95827e-05      1.94431e-05      -1.56833e-05
10303.4      10354.2      2.34622e-05      1.53949e-05      -1.2582e-05
10289.6      10340.6      1.84522e-05      1.20867e-05      -1.00108e-05
10275.9      10327      1.439e-05      9.40976e-06      -7.89771e-06
10262.1      10313.5      1.11278e-05      7.26414e-06      -6.17833e-06
10248.3      10299.9      8.53185e-06      5.56024e-06      -4.79428e-06
10234.6      10286.3      6.4845e-06      4.21771e-06      -3.68883e-06
10220.8      10272.7      4.88432e-06      3.17022e-06      -2.81409e-06
10207.1      10259.2      3.64622e-06      2.36153e-06      -2.1285e-06
10193.3      10245.6      2.69761e-06      1.74313e-06      -1.59605e-06
10179.6      10232      1.97774e-06      1.27503e-06      -1.18648e-06
10165.8      10218.4      1.43682e-06      9.24106e-07      -8.737e-07
10152.1      10204.9      1.03444e-06      6.63733e-07      -6.37582e-07
10138.3      10191.3      7.37818e-07      4.72246e-07      -4.60985e-07
10124.5      10177.7      5.21267e-07      3.32802e-07      -3.30186e-07
10110.8      10164.1      3.64782e-07      2.32279e-07      -2.34291e-07
10097      10150.6      2.52912e-07      1.606e-07      -1.64724e-07
10083.3      10137      1.73623e-07      1.09952e-07      -1.1471e-07
10069.5      10123.4      1.18287e-07      7.48006e-08      -7.87953e-08
10055.8      10109.8      7.98137e-08      5.04018e-08      -5.3592e-08
10042      10096.3      5.33459e-08      3.36397e-08      -3.61229e-08
10028.2      10082.7      3.52856e-08      2.22147e-08      -2.41015e-08
10014.5      10069.1      2.30913e-08      1.45124e-08      -1.59161e-08
10000.7      10055.5      1.49516e-08      9.37974e-09      -1.04037e-08
9986.98      10042      9.591e-09      6.00525e-09      -6.73964e-09
