#k_size_bessel = 25000
#tau_size_selection = 50
#Gaussian z1=1.66792, z2= 1.83296 (0.0001)
#rsd-rsd
#tau1      tau2         l(l+1)Dl(tau1,tau2)
#l = 2
12926.6     11894.5      -3.95832e-07
12926.6     11997.7      -6.08004e-07
12926.6     12100.9      -8.74922e-07
12926.6     12204.1      -1.3531e-06
12926.6     12307.3      -2.16184e-06
12926.6     12410.5      -3.24267e-06
12926.6     12513.8      -5.59947e-06
12926.6     12617      -1.01008e-05
12926.6     12720.2      -2.01727e-05
12926.6     12823.4      -1.29389e-05
12926.6     12926.6      0.000311539
13029.8     9107.76      1.00945e-08
13029.8     9210.97      4.22471e-09
13029.8     9314.18      -6.33445e-09
13029.8     9417.39      -7.98533e-09
13029.8     9520.61      -5.51014e-09
13029.8     9623.82      -7.71864e-09
13029.8     9727.03      -2.37209e-09
13029.8     9830.24      1.49096e-09
13029.8     9933.45      1.34561e-08
13029.8     10036.7      9.92236e-09
13029.8     10139.9      1.43368e-09
13029.8     10243.1      9.61773e-09
13029.8     10346.3      1.34264e-08
13029.8     10449.5      2.25393e-08
13029.8     10552.7      4.22031e-09
13029.8     10655.9      5.20152e-10
13029.8     10759.2      2.07033e-08
13029.8     10862.4      1.10758e-08
13029.8     10965.6      5.38569e-09
13029.8     11068.8      -3.25871e-08
13029.8     11172      -2.20176e-08
13029.8     11275.2      -9.02177e-09
13029.8     11378.4      -5.84017e-08
13029.8     11481.6      -7.06629e-08
13029.8     11584.8      -1.0823e-07
13029.8     11688.1      -1.08422e-07
13029.8     11791.3      -1.89775e-07
13029.8     11894.5      -3.3987e-07
13029.8     11997.7      -3.90508e-07
13029.8     12100.9      -6.13833e-07
13029.8     12204.1      -9.29289e-07
13029.8     12307.3      -1.48908e-06
13029.8     12410.5      -2.35277e-06
13029.8     12513.8      -3.59173e-06
13029.8     12617      -6.37438e-06
13029.8     12720.2      -1.17229e-05
13029.8     12823.4      -2.37273e-05
13029.8     12926.6      -1.59611e-05
13029.8     13029.8      0.000365907
13133     9107.76      6.82392e-09
13133     9210.97      -1.1756e-09
13133     9314.18      -6.22826e-09
13133     9417.39      -1.17827e-08
13133     9520.61      -6.28637e-09
13133     9623.82      2.56671e-09
13133     9727.03      4.94085e-09
13133     9830.24      7.05156e-09
13133     9933.45      6.03049e-09
13133     10036.7      1.97059e-08
13133     10139.9      1.63945e-08
13133     10243.1      6.92094e-09
13133     10346.3      1.48629e-08
13133     10449.5      1.91022e-08
13133     10552.7      3.25006e-08
13133     10655.9      1.35561e-08
13133     10759.2      5.91832e-09
13133     10862.4      2.15394e-08
13133     10965.6      1.26606e-08
13133     11068.8      1.46467e-08
13133     11172      -2.96912e-08
13133     11275.2      -1.55996e-08
13133     11378.4      1.34972e-10
13133     11481.6      -3.93022e-08
13133     11584.8      -4.29157e-08
13133     11688.1      -1.06352e-07
13133     11791.3      -9.45558e-08
13133     11894.5      -1.67953e-07
13133     11997.7      -3.2022e-07
13133     12100.9      -3.8703e-07
13133     12204.1      -6.54275e-07
13133     12307.3      -9.45516e-07
13133     12410.5      -1.56795e-06
13133     12513.8      -2.58057e-06
13133     12617      -4.04329e-06
13133     12720.2      -7.29387e-06
13133     12823.4      -1.35789e-05
13133     12926.6      -2.8205e-05
13133     13029.8      -2.02403e-05
13133     13133      0.000435499
13236.2     9107.76      1.57372e-09
13236.2     9210.97      -3.90369e-09
13236.2     9314.18      -6.93263e-09
13236.2     9417.39      -5.45692e-09
13236.2     9520.61      -5.2894e-09
13236.2     9623.82      6.62116e-09
13236.2     9727.03      1.26223e-08
13236.2     9830.24      9.36402e-09
13236.2     9933.45      1.17819e-08
13236.2     10036.7      1.17103e-08
13236.2     10139.9      2.72046e-08
13236.2     10243.1      2.11225e-08
13236.2     10346.3      1.02491e-08
13236.2     10449.5      2.29948e-08
13236.2     10552.7      3.0249e-08
13236.2     10655.9      4.10387e-08
13236.2     10759.2      1.10043e-08
13236.2     10862.4      5.17921e-09
13236.2     10965.6      3.15282e-08
13236.2     11068.8      1.8902e-08
13236.2     11172      2.15604e-08
13236.2     11275.2      -2.81457e-08
13236.2     11378.4      6.44596e-09
13236.2     11481.6      3.30755e-08
13236.2     11584.8      -3.58179e-08
13236.2     11688.1      -2.88489e-08
13236.2     11791.3      -8.1166e-08
13236.2     11894.5      -4.893e-08
13236.2     11997.7      -1.48611e-07
13236.2     12100.9      -3.37604e-07
13236.2     12204.1      -3.39285e-07
13236.2     12307.3      -6.2189e-07
13236.2     12410.5      -9.67649e-07
13236.2     12513.8      -1.69817e-06
13236.2     12617      -2.82737e-06
13236.2     12720.2      -4.41274e-06
13236.2     12823.4      -8.3457e-06
13236.2     12926.6      -1.60282e-05
13236.2     13029.8      -3.40322e-05
13236.2     13133      -2.60613e-05
13236.2     13236.2      0.000527207
13339.5     9107.76      -1.96213e-09
13339.5     9210.97      -4.7057e-09
13339.5     9314.18      -3.87137e-09
13339.5     9417.39      -8.3889e-10
13339.5     9520.61      6.91773e-09
13339.5     9623.82      3.55295e-09
13339.5     9727.03      1.14199e-08
13339.5     9830.24      1.78783e-08
13339.5     9933.45      1.48147e-08
13339.5     10036.7      1.73679e-08
13339.5     10139.9      1.54127e-08
13339.5     10243.1      3.2813e-08
13339.5     10346.3      2.85484e-08
13339.5     10449.5      1.90338e-08
13339.5     10552.7      2.98941e-08
13339.5     10655.9      2.96359e-08
13339.5     10759.2      4.32764e-08
13339.5     10862.4      1.66782e-08
13339.5     10965.6      8.78077e-09
13339.5     11068.8      3.8655e-08
13339.5     11172      2.29701e-08
13339.5     11275.2      4.35651e-08
13339.5     11378.4      -3.17268e-09
13339.5     11481.6      1.28193e-08
13339.5     11584.8      5.02234e-08
13339.5     11688.1      -1.06362e-08
13339.5     11791.3      1.67128e-08
13339.5     11894.5      -5.919e-08
13339.5     11997.7      -4.12466e-08
13339.5     12100.9      -8.87242e-08
13339.5     12204.1      -2.81318e-07
13339.5     12307.3      -2.90028e-07
13339.5     12410.5      -6.27955e-07
13339.5     12513.8      -9.77159e-07
13339.5     12617      -1.68025e-06
13339.5     12720.2      -3.03607e-06
13339.5     12823.4      -4.9486e-06
13339.5     12926.6      -9.62414e-06
13339.5     13029.8      -1.89138e-05
13339.5     13133      -4.14558e-05
13339.5     13236.2      -3.46907e-05
13339.5     13339.5      0.000651064
13442.7     9107.76      3.45116e-10
13442.7     9210.97      -2.89521e-09
13442.7     9314.18      5.93299e-10
13442.7     9417.39      8.28611e-09
13442.7     9520.61      8.30647e-09
13442.7     9623.82      1.09788e-08
13442.7     9727.03      7.15106e-09
13442.7     9830.24      1.76185e-08
13442.7     9933.45      2.41821e-08
13442.7     10036.7      1.78637e-08
13442.7     10139.9      2.02094e-08
13442.7     10243.1      2.17659e-08
13442.7     10346.3      4.52717e-08
13442.7     10449.5      3.49e-08
13442.7     10552.7      1.49929e-08
13442.7     10655.9      2.94932e-08
13442.7     10759.2      3.83223e-08
13442.7     10862.4      5.05272e-08
13442.7     10965.6      1.71197e-08
13442.7     11068.8      8.32784e-09
13442.7     11172      6.10581e-08
13442.7     11275.2      5.30278e-08
13442.7     11378.4      4.83443e-08
13442.7     11481.6      8.25173e-10
13442.7     11584.8      4.14961e-08
13442.7     11688.1      1.00343e-07
13442.7     11791.3      1.0008e-08
13442.7     11894.5      1.71196e-08
13442.7     11997.7      -4.70262e-10
13442.7     12100.9      4.61429e-08
13442.7     12204.1      -3.18721e-08
13442.7     12307.3      -2.71733e-07
13442.7     12410.5      -2.28111e-07
13442.7     12513.8      -4.66458e-07
13442.7     12617      -9.04875e-07
13442.7     12720.2      -1.76116e-06
13442.7     12823.4      -3.26176e-06
13442.7     12926.6      -5.32691e-06
13442.7     13029.8      -1.08353e-05
13442.7     13133      -2.27075e-05
13442.7     13236.2      -5.17355e-05
13442.7     13339.5      -4.73525e-05
13442.7     13442.7      0.000825101
13545.9     9107.76      -1.1062e-09
13545.9     9210.97      5.24638e-09
13545.9     9314.18      8.61406e-09
13545.9     9417.39      9.77763e-09
13545.9     9520.61      1.21378e-08
13545.9     9623.82      1.1951e-08
13545.9     9727.03      1.63016e-08
13545.9     9830.24      1.16841e-08
13545.9     9933.45      2.17413e-08
13545.9     10036.7      2.74391e-08
13545.9     10139.9      2.30084e-08
13545.9     10243.1      2.98195e-08
13545.9     10346.3      2.80569e-08
13545.9     10449.5      4.56243e-08
13545.9     10552.7      3.22915e-08
13545.9     10655.9      1.97645e-08
13545.9     10759.2      3.44761e-08
13545.9     10862.4      4.21919e-08
13545.9     10965.6      5.21117e-08
13545.9     11068.8      3.01272e-08
13545.9     11172      3.68473e-08
13545.9     11275.2      6.62959e-08
13545.9     11378.4      5.89073e-08
13545.9     11481.6      7.2923e-08
13545.9     11584.8      3.72296e-08
13545.9     11688.1      6.98785e-08
13545.9     11791.3      9.80977e-08
13545.9     11894.5      6.02333e-08
13545.9     11997.7      9.74211e-08
13545.9     12100.9      5.49876e-08
13545.9     12204.1      8.57434e-08
13545.9     12307.3      1.67215e-08
13545.9     12410.5      -1.00212e-07
13545.9     12513.8      -7.31007e-08
13545.9     12617      -3.99566e-07
13545.9     12720.2      -8.23337e-07
13545.9     12823.4      -1.611e-06
13545.9     12926.6      -3.13226e-06
13545.9     13029.8      -5.78852e-06
13545.9     13133      -1.24215e-05
13545.9     13236.2      -2.71522e-05
13545.9     13339.5      -6.55289e-05
13545.9     13442.7      -6.71699e-05
13545.9     13545.9      0.00108061
13649.1     9107.76      4.11886e-10
13649.1     9210.97      1.07384e-08
13649.1     9314.18      1.50734e-08
13649.1     9417.39      1.15272e-08
13649.1     9520.61      1.31457e-08
13649.1     9623.82      1.74748e-08
13649.1     9727.03      1.67717e-08
13649.1     9830.24      1.89873e-08
13649.1     9933.45      1.24084e-08
13649.1     10036.7      2.84572e-08
13649.1     10139.9      3.81568e-08
13649.1     10243.1      2.84415e-08
13649.1     10346.3      2.60566e-08
13649.1     10449.5      2.47366e-08
13649.1     10552.7      5.71115e-08
13649.1     10655.9      3.45946e-08
13649.1     10759.2      1.77807e-08
13649.1     10862.4      3.10737e-08
13649.1     10965.6      5.96904e-08
13649.1     11068.8      8.72613e-08
13649.1     11172      2.22702e-08
13649.1     11275.2      3.72504e-08
13649.1     11378.4      9.03321e-08
13649.1     11481.6      1.00666e-07
13649.1     11584.8      9.89092e-08
13649.1     11688.1      9.79816e-09
13649.1     11791.3      1.26582e-07
13649.1     11894.5      1.77817e-07
13649.1     11997.7      1.04936e-07
13649.1     12100.9      1.20609e-07
13649.1     12204.1      8.48145e-08
13649.1     12307.3      2.95795e-07
13649.1     12410.5      1.48655e-07
13649.1     12513.8      -5.24482e-08
13649.1     12617      7.23858e-08
13649.1     12720.2      -1.04457e-07
13649.1     12823.4      -3.35266e-07
13649.1     12926.6      -1.48585e-06
13649.1     13029.8      -3.07283e-06
13649.1     13133      -5.74116e-06
13649.1     13236.2      -1.36087e-05
13649.1     13339.5      -3.23721e-05
13649.1     13442.7      -8.54616e-05
13649.1     13545.9      -0.000100247
13649.1     13649.1      0.00148123
13752.3     9107.76      6.40376e-09
13752.3     9210.97      1.03425e-08
13752.3     9314.18      1.43842e-08
13752.3     9417.39      1.82683e-08
13752.3     9520.61      1.54855e-08
13752.3     9623.82      1.84283e-08
13752.3     9727.03      2.05669e-08
13752.3     9830.24      1.71505e-08
13752.3     9933.45      2.2702e-08
13752.3     10036.7      2.11198e-08
13752.3     10139.9      3.8634e-08
13752.3     10243.1      3.49379e-08
13752.3     10346.3      2.08585e-08
13752.3     10449.5      3.32326e-08
13752.3     10552.7      2.99408e-08
13752.3     10655.9      6.40094e-08
13752.3     10759.2      2.11154e-08
13752.3     10862.4      2.57938e-08
13752.3     10965.6      6.89401e-08
13752.3     11068.8      6.08935e-08
13752.3     11172      8.67009e-08
13752.3     11275.2      2.29505e-08
13752.3     11378.4      8.15544e-08
13752.3     11481.6      1.26481e-07
13752.3     11584.8      6.74726e-08
13752.3     11688.1      1.38043e-07
13752.3     11791.3      6.66936e-08
13752.3     11894.5      1.9626e-07
13752.3     11997.7      1.90783e-07
13752.3     12100.9      8.79358e-08
13752.3     12204.1      3.11834e-07
13752.3     12307.3      2.18479e-07
13752.3     12410.5      3.77002e-07
13752.3     12513.8      2.00137e-07
13752.3     12617      1.71852e-07
13752.3     12720.2      6.53304e-07
13752.3     12823.4      1.51959e-07
13752.3     12926.6      2.0748e-08
13752.3     13029.8      -8.79693e-07
13752.3     13133      -2.23197e-06
13752.3     13236.2      -4.81736e-06
13752.3     13339.5      -1.47222e-05
13752.3     13442.7      -3.81956e-05
13752.3     13545.9      -0.00011278
13752.3     13649.1      -0.00015835
13752.3     13752.3      0.00216269
13855.5     9107.76      9.94649e-09
13855.5     9210.97      9.75982e-09
13855.5     9314.18      1.32421e-08
13855.5     9417.39      1.89258e-08
13855.5     9520.61      2.27671e-08
13855.5     9623.82      1.7213e-08
13855.5     9727.03      2.05935e-08
13855.5     9830.24      2.35678e-08
13855.5     9933.45      2.44081e-08
13855.5     10036.7      3.06902e-08
13855.5     10139.9      1.79981e-08
13855.5     10243.1      3.53302e-08
13855.5     10346.3      3.99381e-08
13855.5     10449.5      2.26137e-08
13855.5     10552.7      3.81764e-08
13855.5     10655.9      1.82033e-08
13855.5     10759.2      7.56113e-08
13855.5     10862.4      5.01519e-08
13855.5     10965.6      2.55534e-08
13855.5     11068.8      6.77397e-08
13855.5     11172      6.27922e-08
13855.5     11275.2      1.25608e-07
13855.5     11378.4      4.8753e-08
13855.5     11481.6      5.77891e-08
13855.5     11584.8      1.52962e-07
13855.5     11688.1      1.09397e-07
13855.5     11791.3      2.01186e-07
13855.5     11894.5      7.58978e-08
13855.5     11997.7      1.83347e-07
13855.5     12100.9      3.31597e-07
13855.5     12204.1      1.90605e-07
13855.5     12307.3      3.82576e-07
13855.5     12410.5      2.4819e-07
13855.5     12513.8      5.80762e-07
13855.5     12617      6.41291e-07
13855.5     12720.2      3.44166e-07
13855.5     12823.4      1.01683e-06
13855.5     12926.6      7.65172e-07
13855.5     13029.8      1.03434e-06
13855.5     13133      4.99307e-07
13855.5     13236.2      -1.08275e-06
13855.5     13339.5      -2.67938e-06
13855.5     13442.7      -1.31101e-05
13855.5     13545.9      -4.1779e-05
13855.5     13649.1      -0.000149648
13855.5     13752.3      -0.000270446
13855.5     13855.5      0.00347498
13958.7     9107.76      1.06009e-08
13958.7     9210.97      1.25703e-08
13958.7     9314.18      1.45994e-08
13958.7     9417.39      1.71299e-08
13958.7     9520.61      2.03271e-08
13958.7     9623.82      2.45077e-08
13958.7     9727.03      1.92059e-08
13958.7     9830.24      3.01049e-08
13958.7     9933.45      3.01928e-08
13958.7     10036.7      2.22694e-08
13958.7     10139.9      2.13031e-08
13958.7     10243.1      2.55818e-08
13958.7     10346.3      4.39218e-08
13958.7     10449.5      4.03093e-08
13958.7     10552.7      1.00156e-08
13958.7     10655.9      3.68923e-08
13958.7     10759.2      5.72427e-08
13958.7     10862.4      8.69368e-08
13958.7     10965.6      3.14801e-08
13958.7     11068.8      3.00322e-08
13958.7     11172      8.43473e-08
13958.7     11275.2      1.15485e-07
13958.7     11378.4      1.00281e-07
13958.7     11481.6      4.41024e-08
13958.7     11584.8      1.19571e-07
13958.7     11688.1      1.71314e-07
13958.7     11791.3      1.49133e-07
13958.7     11894.5      1.58733e-07
13958.7     11997.7      1.89387e-07
13958.7     12100.9      3.24223e-07
13958.7     12204.1      2.8237e-07
13958.7     12307.3      2.31939e-07
13958.7     12410.5      5.02488e-07
13958.7     12513.8      6.66697e-07
13958.7     12617      7.70287e-07
13958.7     12720.2      6.41402e-07
13958.7     12823.4      8.33594e-07
13958.7     12926.6      1.82009e-06
13958.7     13029.8      2.06093e-06
13958.7     13133      2.11832e-06
13958.7     13236.2      2.08621e-06
13958.7     13339.5      2.3322e-06
13958.7     13442.7      3.11452e-06
13958.7     13545.9      -5.06e-06
13958.7     13649.1      -3.68659e-05
13958.7     13752.3      -0.000189728
13958.7     13855.5      -0.000489907
13958.7     13958.7      0.00660888
14061.9     9107.76      5.75079e-09
14061.9     9210.97      1.38561e-08
14061.9     9314.18      1.6498e-08
14061.9     9417.39      1.75869e-08
14061.9     9520.61      2.14075e-08
14061.9     9623.82      2.1784e-08
14061.9     9727.03      2.8609e-08
14061.9     9830.24      2.5876e-08
14061.9     9933.45      3.35595e-08
14061.9     10036.7      2.55476e-08
14061.9     10139.9      2.77204e-08
14061.9     10243.1      2.1342e-08
14061.9     10346.3      2.97906e-08
14061.9     10449.5      4.06675e-08
14061.9     10552.7      3.8691e-08
14061.9     10655.9      4.85474e-08
14061.9     10759.2      3.89219e-08
14061.9     10862.4      4.71077e-08
14061.9     10965.6      9.37814e-08
14061.9     11068.8      4.22304e-08
14061.9     11172      9.53048e-08
14061.9     11275.2      5.0429e-08
14061.9     11378.4      1.05198e-07
14061.9     11481.6      1.43515e-07
14061.9     11584.8      6.64286e-08
14061.9     11688.1      2.04995e-07
14061.9     11791.3      7.68297e-08
14061.9     11894.5      2.07474e-07
14061.9     11997.7      2.7824e-07
14061.9     12100.9      1.70092e-07
14061.9     12204.1      4.04394e-07
14061.9     12307.3      2.41213e-07
14061.9     12410.5      5.20595e-07
14061.9     12513.8      6.18923e-07
14061.9     12617      6.41545e-07
14061.9     12720.2      1.23141e-06
14061.9     12823.4      9.64044e-07
14061.9     12926.6      1.57206e-06
14061.9     13029.8      2.33987e-06
14061.9     13133      3.05279e-06
14061.9     13236.2      4.91764e-06
14061.9     13339.5      5.60038e-06
14061.9     13442.7      7.93354e-06
14061.9     13545.9      1.28295e-05
14061.9     13649.1      1.66687e-05
14061.9     13752.3      8.55825e-06
14061.9     13855.5      -0.000160399
14061.9     13958.7      -0.000846478
14061.9     14061.9      0.0179035
14165.2     9107.76      -5.61009e-05
14165.2     9210.97      0.000408313
14165.2     9314.18      6.94129e-06
14165.2     9417.39      -0.000482158
14165.2     9520.61      6.223e-05
14165.2     9623.82      0.000559946
14165.2     9727.03      -0.000154986
14165.2     9830.24      -0.000634178
14165.2     9933.45      0.000274917
14165.2     10036.7      0.000707639
14165.2     10139.9      -0.000426018
14165.2     10243.1      -0.000769431
14165.2     10346.3      0.000612972
14165.2     10449.5      0.000817906
14165.2     10552.7      -0.000839556
14165.2     10655.9      -0.000839733
14165.2     10759.2      0.00111241
14165.2     10862.4      0.000829167
14165.2     10965.6      -0.00143728
14165.2     11068.8      -0.000769629
14165.2     11172      0.00182084
14165.2     11275.2      0.00065109
14165.2     11378.4      -0.00227207
14165.2     11481.6      -0.000446903
14165.2     11584.8      0.00280617
14165.2     11688.1      0.000127435
14165.2     11791.3      -0.00341296
14165.2     11894.5      0.000345082
14165.2     11997.7      0.00414046
14165.2     12100.9      -0.00103712
14165.2     12204.1      -0.00498305
14165.2     12307.3      0.0020806
14165.2     12410.5      0.00601283
14165.2     12513.8      -0.00356211
14165.2     12617      -0.00721693
14165.2     12720.2      0.00584713
14165.2     12823.4      0.00881578
14165.2     12926.6      -0.00929559
14165.2     13029.8      -0.0107704
14165.2     13133      0.0152162
14165.2     13236.2      0.01366
14165.2     13339.5      -0.0255232
14165.2     13442.7      -0.0175413
14165.2     13545.9      0.0489245
14165.2     13649.1      0.0255573
14165.2     13752.3      -0.110913
14165.2     13855.5      -0.0378728
14165.2     13958.7      0.460685
14165.2     14061.9      0.203251
14165.2     14165.2      1.98369e+10
