#k_size_bessel = 25000
#tau_size_selection = 50
#Gaussian z1=1, z2= 1.5 (1e-06)
#rsd-rsd
#tau1      tau2         l(l+1)Dl(tau1,tau2)
#l = 64
10964.6     13707.9      -3.19082e-08
10964.6     13799.4      1.40634e-08
10964.6     13890.8      -3.71385e-09
10964.6     13982.3      4.83848e-10
10964.6     14073.7      -6.41116e-09
10964.6     14165.2      -0.385615
11056     9684.33      7.53982e-07
11056     9775.78      -4.44817e-07
11056     9867.22      -5.59479e-07
11056     9958.67      1.61513e-06
11056     10050.1      -5.69343e-07
11056     10141.6      -1.88473e-06
11056     10233      2.93888e-06
11056     10324.5      -2.3713e-06
11056     10415.9      -4.46765e-06
11056     10507.3      4.47736e-06
11056     10598.8      7.92287e-06
11056     10690.2      1.48859e-05
11056     10781.7      5.01098e-05
11056     10873.1      -4.03487e-05
11056     10964.6      -0.00132158
11056     11056      0.0162169
11056     11147.5      -0.00134726
11056     11238.9      -5.73033e-06
11056     11330.3      4.58168e-05
11056     11421.8      4.41535e-06
11056     11513.2      8.68131e-06
11056     11604.7      1.89527e-06
11056     11696.1      -1.06895e-05
11056     11787.6      1.6714e-06
11056     11879      -4.61408e-06
11056     11970.5      2.14302e-06
11056     12061.9      -9.34086e-07
11056     12153.4      -2.09462e-06
11056     12244.8      1.40118e-06
11056     12336.2      -1.54781e-06
11056     12427.7      -6.19488e-08
11056     12519.1      7.62288e-07
11056     12610.6      8.40006e-07
11056     12702      -5.05207e-07
11056     12793.5      6.51888e-07
11056     12884.9      1.97491e-07
11056     12976.4      8.74588e-07
11056     13067.8      -4.66197e-07
11056     13159.3      -3.39946e-07
11056     13250.7      1.20341e-07
11056     13342.1      -1.81984e-07
11056     13433.6      -1.61948e-07
11056     13525      2.43682e-07
11056     13616.5      1.31987e-07
11056     13707.9      -6.87668e-08
11056     13799.4      -6.99447e-09
11056     13890.8      8.95804e-09
11056     13982.3      -3.18281e-10
11056     14073.7      1.06676e-08
11056     14165.2      0.652798
11147.5     9684.33      1.37142e-07
11147.5     9775.78      5.07447e-07
11147.5     9867.22      -3.2157e-07
11147.5     9958.67      -4.42917e-07
11147.5     10050.1      1.09358e-06
11147.5     10141.6      -6.38338e-07
11147.5     10233      -1.78331e-06
11147.5     10324.5      3.1083e-06
11147.5     10415.9      -2.65219e-06
11147.5     10507.3      -5.69718e-06
11147.5     10598.8      4.65417e-06
11147.5     10690.2      8.01525e-06
11147.5     10781.7      1.24566e-05
11147.5     10873.1      4.92043e-05
11147.5     10964.6      -2.35528e-05
11147.5     11056      -0.00134726
11147.5     11147.5      0.0171937
11147.5     11238.9      -0.0013684
11147.5     11330.3      1.21622e-05
11147.5     11421.8      4.28873e-05
11147.5     11513.2      1.67526e-06
11147.5     11604.7      9.54549e-06
11147.5     11696.1      5.58998e-07
11147.5     11787.6      -1.04547e-05
11147.5     11879      2.09632e-06
11147.5     11970.5      -5.56762e-06
11147.5     12061.9      3.03169e-06
11147.5     12153.4      -1.43917e-06
11147.5     12244.8      -2.31166e-07
11147.5     12336.2      1.02825e-06
11147.5     12427.7      1.53068e-07
11147.5     12519.1      -9.06983e-07
11147.5     12610.6      8.52112e-07
11147.5     12702      2.57846e-07
11147.5     12793.5      -1.30862e-06
11147.5     12884.9      4.49415e-07
11147.5     12976.4      6.23865e-07
11147.5     13067.8      -2.57366e-07
11147.5     13159.3      1.07722e-07
11147.5     13250.7      2.65026e-07
11147.5     13342.1      5.2105e-07
11147.5     13433.6      -1.67881e-08
11147.5     13525      -1.13224e-07
11147.5     13616.5      8.70327e-08
11147.5     13707.9      7.90943e-08
11147.5     13799.4      -2.98168e-08
11147.5     13890.8      -4.02824e-10
11147.5     13982.3      6.86664e-09
11147.5     14073.7      -1.68957e-08
11147.5     14165.2      -0.921189
11238.9     9684.33      6.14345e-09
11238.9     9775.78      -7.59136e-08
11238.9     9867.22      2.84377e-07
11238.9     9958.67      -1.2658e-07
11238.9     10050.1      -5.57901e-07
11238.9     10141.6      4.66259e-07
11238.9     10233      -2.41076e-07
11238.9     10324.5      -1.74928e-06
11238.9     10415.9      2.76107e-06
11238.9     10507.3      -2.73084e-06
11238.9     10598.8      -6.76583e-06
11238.9     10690.2      4.82427e-06
11238.9     10781.7      7.97045e-06
11238.9     10873.1      9.62925e-06
11238.9     10964.6      4.8048e-05
11238.9     11056      -5.73033e-06
11238.9     11147.5      -0.0013684
11238.9     11238.9      0.0182327
11238.9     11330.3      -0.00138328
11238.9     11421.8      3.02283e-05
11238.9     11513.2      3.96334e-05
11238.9     11604.7      -5.91007e-07
11238.9     11696.1      1.03533e-05
11238.9     11787.6      -1.06352e-06
11238.9     11879      -9.73081e-06
11238.9     11970.5      2.27432e-06
11238.9     12061.9      -5.37251e-06
11238.9     12153.4      2.87036e-06
11238.9     12244.8      -1.29678e-06
11238.9     12336.2      1.46913e-06
11238.9     12427.7      4.50048e-07
11238.9     12519.1      7.66437e-07
11238.9     12610.6      -8.39299e-07
11238.9     12702      -9.56615e-07
11238.9     12793.5      2.43242e-08
11238.9     12884.9      -3.29224e-07
11238.9     12976.4      2.01911e-07
11238.9     13067.8      -8.19292e-07
11238.9     13159.3      -2.74297e-07
11238.9     13250.7      5.5192e-07
11238.9     13342.1      2.45215e-07
11238.9     13433.6      -4.06931e-07
11238.9     13525      7.8415e-08
11238.9     13616.5      1.44715e-07
11238.9     13707.9      -1.28418e-08
11238.9     13799.4      -7.0446e-08
11238.9     13890.8      -2.14337e-08
11238.9     13982.3      -1.49404e-08
11238.9     14073.7      2.02091e-08
11238.9     14165.2      1.19283
11330.3     9684.33      5.23115e-07
11330.3     9775.78      2.42471e-07
11330.3     9867.22      -4.23735e-07
11330.3     9958.67      1.66394e-07
11330.3     10050.1      1.36728e-07
11330.3     10141.6      -7.15706e-07
11330.3     10233      -2.81499e-07
11330.3     10324.5      2.68339e-07
11330.3     10415.9      -1.77997e-06
11330.3     10507.3      2.06167e-06
11330.3     10598.8      -2.27903e-06
11330.3     10690.2      -7.77662e-06
11330.3     10781.7      4.36053e-06
11330.3     10873.1      8.21192e-06
11330.3     10964.6      7.16246e-06
11330.3     11056      4.58168e-05
11330.3     11147.5      1.21622e-05
11330.3     11238.9      -0.00138328
11330.3     11330.3      0.0193342
11330.3     11421.8      -0.00139048
11330.3     11513.2      4.83842e-05
11330.3     11604.7      3.522e-05
11330.3     11696.1      -2.69087e-06
11330.3     11787.6      1.09519e-05
11330.3     11879      -2.7225e-06
11330.3     11970.5      -7.83326e-06
11330.3     12061.9      1.82277e-06
11330.3     12153.4      -3.97585e-06
11330.3     12244.8      1.30909e-06
11330.3     12336.2      1.0864e-07
11330.3     12427.7      2.60581e-06
11330.3     12519.1      7.66593e-07
11330.3     12610.6      4.72529e-07
11330.3     12702      6.29365e-08
11330.3     12793.5      -1.58133e-06
11330.3     12884.9      2.00654e-07
11330.3     12976.4      8.24551e-07
11330.3     13067.8      -9.40523e-07
11330.3     13159.3      5.4302e-07
11330.3     13250.7      2.82026e-07
11330.3     13342.1      -5.56299e-07
11330.3     13433.6      -2.78499e-07
11330.3     13525      7.43572e-10
11330.3     13616.5      1.69939e-07
11330.3     13707.9      1.24936e-07
11330.3     13799.4      6.32097e-08
11330.3     13890.8      -3.34054e-08
11330.3     13982.3      2.80336e-08
11330.3     14073.7      -2.26893e-08
11330.3     14165.2      -1.44283
11421.8     9684.33      -2.49932e-07
11421.8     9775.78      5.35095e-07
11421.8     9867.22      2.34566e-07
11421.8     9958.67      -6.63491e-07
11421.8     10050.1      3.1632e-07
11421.8     10141.6      2.04659e-07
11421.8     10233      -1.04496e-06
11421.8     10324.5      -9.97726e-07
11421.8     10415.9      7.36864e-07
11421.8     10507.3      -1.56617e-06
11421.8     10598.8      1.21259e-06
11421.8     10690.2      -1.98836e-06
11421.8     10781.7      -8.65661e-06
11421.8     10873.1      4.05713e-06
11421.8     10964.6      8.37434e-06
11421.8     11056      4.41535e-06
11421.8     11147.5      4.28873e-05
11421.8     11238.9      3.02283e-05
11421.8     11330.3      -0.00139048
11421.8     11421.8      0.0205087
11421.8     11513.2      -0.00138981
11421.8     11604.7      6.58922e-05
11421.8     11696.1      3.00363e-05
11421.8     11787.6      -4.46133e-06
11421.8     11879      1.15398e-05
11421.8     11970.5      -4.34622e-06
11421.8     12061.9      -4.80116e-06
11421.8     12153.4      5.71649e-07
11421.8     12244.8      -1.64605e-06
11421.8     12336.2      -6.97879e-07
11421.8     12427.7      1.98473e-06
11421.8     12519.1      1.71319e-06
11421.8     12610.6      1.21551e-06
11421.8     12702      4.70424e-07
11421.8     12793.5      -3.78792e-07
11421.8     12884.9      2.67614e-07
11421.8     12976.4      5.79563e-08
11421.8     13067.8      5.46925e-07
11421.8     13159.3      4.55292e-07
11421.8     13250.7      2.70225e-07
11421.8     13342.1      1.24238e-07
11421.8     13433.6      1.72739e-07
11421.8     13525      2.00727e-07
11421.8     13616.5      -6.9803e-08
11421.8     13707.9      -1.17097e-07
11421.8     13799.4      3.74627e-08
11421.8     13890.8      3.81598e-08
11421.8     13982.3      -3.65185e-08
11421.8     14073.7      2.86883e-08
11421.8     14165.2      1.6637
11513.2     9684.33      -5.83404e-08
11513.2     9775.78      -4.18661e-07
11513.2     9867.22      5.85375e-07
11513.2     9958.67      1.76912e-07
11513.2     10050.1      -8.96083e-07
11513.2     10141.6      5.00337e-07
11513.2     10233      1.30695e-07
11513.2     10324.5      -1.58502e-06
11513.2     10415.9      -1.34996e-06
11513.2     10507.3      1.37931e-06
11513.2     10598.8      -1.79653e-06
11513.2     10690.2      1.0854e-07
11513.2     10781.7      -1.03746e-06
11513.2     10873.1      -9.52231e-06
11513.2     10964.6      3.24369e-06
11513.2     11056      8.68131e-06
11513.2     11147.5      1.67526e-06
11513.2     11238.9      3.96334e-05
11513.2     11330.3      4.83842e-05
11513.2     11421.8      -0.00138981
11513.2     11513.2      0.0217583
11513.2     11604.7      -0.0013794
11513.2     11696.1      8.23857e-05
11513.2     11787.6      2.46052e-05
11513.2     11879      -5.58925e-06
11513.2     11970.5      1.18434e-05
11513.2     12061.9      -5.90233e-06
11513.2     12153.4      -1.18611e-06
11513.2     12244.8      1.65175e-08
11513.2     12336.2      7.2802e-07
11513.2     12427.7      -2.45531e-06
11513.2     12519.1      3.53966e-06
11513.2     12610.6      -4.15542e-08
11513.2     12702      -1.35621e-06
11513.2     12793.5      9.37367e-07
11513.2     12884.9      4.875e-07
11513.2     12976.4      1.77475e-06
11513.2     13067.8      -1.53945e-06
11513.2     13159.3      -2.55313e-07
11513.2     13250.7      -6.30993e-07
11513.2     13342.1      -2.72053e-07
11513.2     13433.6      -4.03041e-07
11513.2     13525      1.69083e-07
11513.2     13616.5      1.70842e-07
11513.2     13707.9      4.00156e-08
11513.2     13799.4      -2.76309e-08
11513.2     13890.8      -5.01791e-09
11513.2     13982.3      3.77175e-08
11513.2     14073.7      -2.86754e-08
11513.2     14165.2      -1.82577
11604.7     9684.33      1.92225e-07
11604.7     9775.78      2.64485e-07
11604.7     9867.22      -5.67203e-07
11604.7     9958.67      2.46399e-07
11604.7     10050.1      1.53504e-07
11604.7     10141.6      -9.02381e-07
11604.7     10233      3.40107e-07
11604.7     10324.5      1.94752e-07
11604.7     10415.9      -1.70933e-06
11604.7     10507.3      -2.08352e-06
11604.7     10598.8      1.65728e-06
11604.7     10690.2      -1.59969e-06
11604.7     10781.7      -1.01966e-06
11604.7     10873.1      4.34277e-08
11604.7     10964.6      -1.03733e-05
11604.7     11056      1.89527e-06
11604.7     11147.5      9.54549e-06
11604.7     11238.9      -5.91007e-07
11604.7     11330.3      3.522e-05
11604.7     11421.8      6.58922e-05
11604.7     11513.2      -0.0013794
11604.7     11604.7      0.0230893
11604.7     11696.1      -0.00135764
11604.7     11787.6      9.76971e-05
11604.7     11879      1.90925e-05
11604.7     11970.5      -6.3589e-06
11604.7     12061.9      1.12085e-05
11604.7     12153.4      -5.64765e-06
11604.7     12244.8      2.44304e-06
11604.7     12336.2      2.81691e-07
11604.7     12427.7      1.35171e-06
11604.7     12519.1      -2.72555e-06
11604.7     12610.6      1.90145e-06
11604.7     12702      2.17052e-07
11604.7     12793.5      -2.22536e-06
11604.7     12884.9      3.41691e-07
11604.7     12976.4      1.43567e-06
11604.7     13067.8      -2.12879e-07
11604.7     13159.3      -4.63856e-07
11604.7     13250.7      -4.76256e-07
11604.7     13342.1      1.0135e-06
11604.7     13433.6      5.89229e-08
11604.7     13525      -1.49491e-07
11604.7     13616.5      6.34163e-08
11604.7     13707.9      -9.50329e-09
11604.7     13799.4      -3.86415e-08
11604.7     13890.8      -9.52048e-09
11604.7     13982.3      -3.85819e-08
11604.7     14073.7      3.00032e-08
11604.7     14165.2      1.93069
11696.1     9684.33      -1.93832e-07
11696.1     9775.78      -2.10214e-07
11696.1     9867.22      6.34354e-07
11696.1     9958.67      -7.18803e-07
11696.1     10050.1      -2.71113e-07
11696.1     10141.6      1.67683e-07
11696.1     10233      -6.56766e-07
11696.1     10324.5      6.92927e-08
11696.1     10415.9      8.59615e-08
11696.1     10507.3      -1.73016e-06
11696.1     10598.8      -2.84171e-06
11696.1     10690.2      1.83217e-06
11696.1     10781.7      -9.75947e-07
11696.1     10873.1      -2.3866e-06
11696.1     10964.6      8.51039e-07
11696.1     11056      -1.06895e-05
11696.1     11147.5      5.58998e-07
11696.1     11238.9      1.03533e-05
11696.1     11330.3      -2.69087e-06
11696.1     11421.8      3.00363e-05
11696.1     11513.2      8.23857e-05
11696.1     11604.7      -0.00135764
11696.1     11696.1      0.0245126
11696.1     11787.6      -0.00132295
11696.1     11879      0.000110793
11696.1     11970.5      1.36147e-05
11696.1     12061.9      -5.51316e-06
11696.1     12153.4      9.26486e-06
11696.1     12244.8      -3.9788e-06
11696.1     12336.2      4.34738e-06
11696.1     12427.7      2.81891e-06
11696.1     12519.1      4.72805e-08
11696.1     12610.6      -1.43431e-06
11696.1     12702      -2.53919e-06
11696.1     12793.5      -9.92814e-07
11696.1     12884.9      -1.27268e-06
11696.1     12976.4      7.66697e-07
11696.1     13067.8      -8.28529e-07
11696.1     13159.3      -5.04373e-07
11696.1     13250.7      6.21199e-08
11696.1     13342.1      7.74473e-07
11696.1     13433.6      2.41692e-07
11696.1     13525      3.62368e-07
11696.1     13616.5      2.27964e-07
11696.1     13707.9      1.8443e-07
11696.1     13799.4      9.95751e-08
11696.1     13890.8      1.05256e-08
11696.1     13982.3      4.10058e-08
11696.1     14073.7      -3.50737e-08
11696.1     14165.2      -1.9403
11787.6     9684.33      2.74947e-07
11787.6     9775.78      3.6918e-08
11787.6     9867.22      -5.68738e-07
11787.6     9958.67      6.41646e-07
11787.6     10050.1      -4.95076e-07
11787.6     10141.6      -7.03161e-07
11787.6     10233      -7.29274e-08
11787.6     10324.5      -3.24473e-07
11787.6     10415.9      -3.5304e-07
11787.6     10507.3      -1.41728e-07
11787.6     10598.8      -1.26755e-06
11787.6     10690.2      -3.47353e-06
11787.6     10781.7      1.47164e-06
11787.6     10873.1      -1.57785e-07
11787.6     10964.6      -3.64156e-06
11787.6     11056      1.6714e-06
11787.6     11147.5      -1.04547e-05
11787.6     11238.9      -1.06352e-06
11787.6     11330.3      1.09519e-05
11787.6     11421.8      -4.46133e-06
11787.6     11513.2      2.46052e-05
11787.6     11604.7      9.76971e-05
11787.6     11696.1      -0.00132295
11787.6     11787.6      0.0260269
11787.6     11879      -0.00127396
11787.6     11970.5      0.000122241
11787.6     12061.9      8.66794e-06
11787.6     12153.4      -3.95348e-06
11787.6     12244.8      5.49616e-06
11787.6     12336.2      7.55583e-07
11787.6     12427.7      4.13964e-06
11787.6     12519.1      5.62696e-06
11787.6     12610.6      -1.17935e-06
11787.6     12702      -8.11448e-08
11787.6     12793.5      -3.85696e-06
11787.6     12884.9      1.37789e-06
11787.6     12976.4      1.06529e-06
11787.6     13067.8      -1.0847e-07
11787.6     13159.3      2.7524e-07
11787.6     13250.7      -4.48192e-07
11787.6     13342.1      -8.60405e-07
11787.6     13433.6      -7.32232e-07
11787.6     13525      -3.85576e-07
11787.6     13616.5      9.3166e-08
11787.6     13707.9      -9.89943e-08
11787.6     13799.4      1.10836e-08
11787.6     13890.8      7.21555e-08
11787.6     13982.3      -3.68668e-08
11787.6     14073.7      2.92065e-08
11787.6     14165.2      1.85803
11879     9684.33      -2.51201e-08
11879     9775.78      6.07789e-08
11879     9867.22      -5.72054e-08
11879     9958.67      -4.21078e-07
11879     10050.1      5.11423e-07
11879     10141.6      -4.07942e-07
11879     10233      -1.03817e-06
11879     10324.5      -4.52543e-07
11879     10415.9      -1.41887e-08
11879     10507.3      -5.1146e-07
11879     10598.8      -3.19168e-07
11879     10690.2      -8.79232e-07
11879     10781.7      -4.05065e-06
11879     10873.1      9.19584e-07
11879     10964.6      1.01686e-06
11879     11056      -4.61408e-06
11879     11147.5      2.09632e-06
11879     11238.9      -9.73081e-06
11879     11330.3      -2.7225e-06
11879     11421.8      1.15398e-05
11879     11513.2      -5.58925e-06
11879     11604.7      1.90925e-05
11879     11696.1      0.000110793
11879     11787.6      -0.00127396
11879     11879      0.0276503
11879     11970.5      -0.00120905
11879     12061.9      0.000130679
11879     12153.4      4.92405e-06
11879     12244.8      -1.09385e-06
11879     12336.2      2.19547e-07
11879     12427.7      7.1582e-06
11879     12519.1      2.66018e-06
11879     12610.6      5.82969e-06
11879     12702      -1.04139e-06
11879     12793.5      -1.05558e-06
11879     12884.9      -1.95206e-06
11879     12976.4      1.91696e-06
11879     13067.8      2.34623e-06
11879     13159.3      1.3382e-06
11879     13250.7      1.17229e-07
11879     13342.1      8.09406e-07
11879     13433.6      8.54253e-07
11879     13525      4.2642e-07
11879     13616.5      -1.25462e-07
11879     13707.9      1.87599e-08
11879     13799.4      5.54741e-08
11879     13890.8      -6.36034e-08
11879     13982.3      2.15555e-08
11879     14073.7      -2.53876e-08
11879     14165.2      -1.65138
11970.5     9684.33      6.23275e-08
11970.5     9775.78      -4.79157e-07
11970.5     9867.22      1.83825e-07
11970.5     9958.67      -1.95017e-07
11970.5     10050.1      -4.02379e-07
11970.5     10141.6      2.54797e-07
11970.5     10233      -2.92984e-07
11970.5     10324.5      -1.12865e-06
11970.5     10415.9      -7.94126e-07
11970.5     10507.3      3.73489e-07
11970.5     10598.8      -7.29201e-07
11970.5     10690.2      -8.19107e-07
11970.5     10781.7      -1.50348e-07
11970.5     10873.1      -4.14552e-06
11970.5     10964.6      2.57664e-07
11970.5     11056      2.14302e-06
11970.5     11147.5      -5.56762e-06
11970.5     11238.9      2.27432e-06
11970.5     11330.3      -7.83326e-06
11970.5     11421.8      -4.34622e-06
11970.5     11513.2      1.18434e-05
11970.5     11604.7      -6.3589e-06
11970.5     11696.1      1.36147e-05
11970.5     11787.6      0.000122241
11970.5     11879      -0.00120905
11970.5     11970.5      0.0293875
11970.5     12061.9      -0.00112625
11970.5     12153.4      0.000135999
11970.5     12244.8      3.52849e-06
11970.5     12336.2      2.25266e-06
11970.5     12427.7      -5.5386e-06
11970.5     12519.1      1.26762e-05
11970.5     12610.6      1.29256e-06
11970.5     12702      8.23733e-07
11970.5     12793.5      6.31629e-07
11970.5     12884.9      -2.69514e-07
11970.5     12976.4      3.76004e-06
11970.5     13067.8      -3.82718e-07
11970.5     13159.3      4.25249e-07
11970.5     13250.7      -1.3745e-06
11970.5     13342.1      -7.16539e-07
11970.5     13433.6      -1.03433e-06
11970.5     13525      -4.26491e-07
11970.5     13616.5      -5.56829e-07
11970.5     13707.9      -7.65766e-08
11970.5     13799.4      -5.29063e-08
11970.5     13890.8      -6.34125e-08
11970.5     13982.3      2.78331e-09
11970.5     14073.7      2.54173e-08
11970.5     14165.2      1.32571
12061.9     9684.33      1.02999e-07
12061.9     9775.78      2.97075e-07
12061.9     9867.22      -5.86799e-07
12061.9     9958.67      -2.10683e-07
12061.9     10050.1      -1.66145e-07
12061.9     10141.6      -3.31577e-07
12061.9     10233      -9.97333e-08
12061.9     10324.5      1.58705e-07
12061.9     10415.9      -1.10712e-06
12061.9     10507.3      -1.33259e-06
12061.9     10598.8      5.92475e-07
12061.9     10690.2      -4.95464e-07
12061.9     10781.7      -1.3442e-06
12061.9     10873.1      6.42972e-07
12061.9     10964.6      -3.57632e-06
12061.9     11056      -9.34086e-07
12061.9     11147.5      3.03169e-06
12061.9     11238.9      -5.37251e-06
12061.9     11330.3      1.82277e-06
12061.9     11421.8      -4.80116e-06
12061.9     11513.2      -5.90233e-06
12061.9     11604.7      1.12085e-05
12061.9     11696.1      -5.51316e-06
12061.9     11787.6      8.66794e-06
12061.9     11879      0.000130679
12061.9     11970.5      -0.00112625
12061.9     12061.9      0.0312488
12061.9     12153.4      -0.00102359
12061.9     12244.8      0.000137952
12061.9     12336.2      5.33079e-06
12061.9     12427.7      4.68398e-06
12061.9     12519.1      -9.75443e-06
12061.9     12610.6      1.20532e-05
12061.9     12702      1.16244e-06
12061.9     12793.5      -4.99294e-06
12061.9     12884.9      1.00552e-06
12061.9     12976.4      3.09945e-06
12061.9     13067.8      2.10562e-06
12061.9     13159.3      -1.73029e-06
12061.9     13250.7      -2.87268e-06
12061.9     13342.1      4.28252e-07
12061.9     13433.6      1.50114e-07
12061.9     13525      7.09419e-07
12061.9     13616.5      -3.64463e-07
12061.9     13707.9      -1.57556e-07
12061.9     13799.4      -2.95359e-08
12061.9     13890.8      3.68152e-09
12061.9     13982.3      -1.07898e-08
12061.9     14073.7      -8.61334e-09
12061.9     14165.2      -0.851741
12153.4     9684.33      -3.55495e-07
12153.4     9775.78      -1.86993e-07
12153.4     9867.22      4.21915e-07
12153.4     9958.67      -5.38726e-07
12153.4     10050.1      -4.41228e-07
12153.4     10141.6      -3.37214e-07
12153.4     10233      2.56488e-07
12153.4     10324.5      -6.40697e-07
12153.4     10415.9      9.26084e-08
12153.4     10507.3      -4.31787e-07
12153.4     10598.8      -1.75506e-06
12153.4     10690.2      9.381e-07
12153.4     10781.7      -1.03327e-07
12153.4     10873.1      -1.93128e-06
12153.4     10964.6      9.64978e-07
12153.4     11056      -2.09462e-06
12153.4     11147.5      -1.43917e-06
12153.4     11238.9      2.87036e-06
12153.4     11330.3      -3.97585e-06
12153.4     11421.8      5.71649e-07
12153.4     11513.2      -1.18611e-06
12153.4     11604.7      -5.64765e-06
12153.4     11696.1      9.26486e-06
12153.4     11787.6      -3.95348e-06
12153.4     11879      4.92405e-06
12153.4     11970.5      0.000135999
12153.4     12061.9      -0.00102359
12153.4     12153.4      0.0332537
12153.4     12244.8      -0.000899808
12153.4     12336.2      0.000135601
12153.4     12427.7      1.16693e-05
12153.4     12519.1      4.27237e-06
12153.4     12610.6      -9.65735e-06
12153.4     12702      4.32755e-06
12153.4     12793.5      -1.2495e-06
12153.4     12884.9      -7.09458e-06
12153.4     12976.4      -8.7933e-07
12153.4     13067.8      5.04923e-07
12153.4     13159.3      -1.22114e-06
12153.4     13250.7      5.62985e-07
12153.4     13342.1      1.55238e-06
12153.4     13433.6      -1.23481e-08
12153.4     13525      -6.56903e-08
12153.4     13616.5      -4.97986e-07
12153.4     13707.9      2.69331e-07
12153.4     13799.4      5.29661e-08
12153.4     13890.8      -9.77479e-09
12153.4     13982.3      1.41333e-08
12153.4     14073.7      -5.87803e-10
12153.4     14165.2      0.241827
12244.8     9684.33      -1.22562e-08
12244.8     9775.78      -1.65173e-07
12244.8     9867.22      -2.60243e-07
12244.8     9958.67      1.74623e-07
12244.8     10050.1      -4.19933e-08
12244.8     10141.6      -6.10668e-07
12244.8     10233      -4.06597e-07
12244.8     10324.5      2.70552e-07
12244.8     10415.9      -2.645e-07
12244.8     10507.3      -7.00002e-07
12244.8     10598.8      9.95454e-07
12244.8     10690.2      -1.64399e-06
12244.8     10781.7      4.70812e-07
12244.8     10873.1      4.762e-07
12244.8     10964.6      -2.12379e-06
12244.8     11056      1.40118e-06
12244.8     11147.5      -2.31166e-07
12244.8     11238.9      -1.29678e-06
12244.8     11330.3      1.30909e-06
12244.8     11421.8      -1.64605e-06
12244.8     11513.2      1.65175e-08
12244.8     11604.7      2.44304e-06
12244.8     11696.1      -3.9788e-06
12244.8     11787.6      5.49616e-06
12244.8     11879      -1.09385e-06
12244.8     11970.5      3.52849e-06
12244.8     12061.9      0.000137952
12244.8     12153.4      -0.000899808
12244.8     12244.8      0.0354033
12244.8     12336.2      -0.000753092
12244.8     12427.7      0.00012885
12244.8     12519.1      2.24457e-05
12244.8     12610.6      1.37461e-06
12244.8     12702      -5.88015e-06
12244.8     12793.5      -6.02243e-06
12244.8     12884.9      -3.60116e-06
12244.8     12976.4      -5.00003e-06
12244.8     13067.8      2.14602e-07
12244.8     13159.3      -4.02824e-06
12244.8     13250.7      -3.05193e-06
12244.8     13342.1      -8.78967e-07
12244.8     13433.6      1.11547e-06
12244.8     13525      3.35162e-07
12244.8     13616.5      -3.72314e-07
12244.8     13707.9      -2.85336e-07
12244.8     13799.4      -1.08099e-07
12244.8     13890.8      -4.83081e-08
12244.8     13982.3      -3.29766e-08
12244.8     14073.7      9.50151e-09
12244.8     14165.2      0.522081
12336.2     9684.33      -2.49263e-07
12336.2     9775.78      -4.26089e-07
12336.2     9867.22      1.77181e-07
12336.2     9958.67      -2.78948e-07
12336.2     10050.1      -3.48261e-08
12336.2     10141.6      -6.49695e-08
12336.2     10233      1.41349e-08
12336.2     10324.5      -5.87705e-07
12336.2     10415.9      5.25084e-07
12336.2     10507.3      -1.70676e-08
12336.2     10598.8      -8.228e-07
12336.2     10690.2      1.00838e-06
12336.2     10781.7      9.50025e-08
12336.2     10873.1      -4.38136e-07
12336.2     10964.6      1.08798e-06
12336.2     11056      -1.54781e-06
12336.2     11147.5      1.02825e-06
12336.2     11238.9      1.46913e-06
12336.2     11330.3      1.0864e-07
12336.2     11421.8      -6.97879e-07
12336.2     11513.2      7.2802e-07
12336.2     11604.7      2.81691e-07
12336.2     11696.1      4.34738e-06
12336.2     11787.6      7.55583e-07
12336.2     11879      2.19547e-07
12336.2     11970.5      2.25266e-06
12336.2     12061.9      5.33079e-06
12336.2     12153.4      0.000135601
12336.2     12244.8      -0.000753092
12336.2     12336.2      0.0377276
12336.2     12427.7      -0.000583927
12336.2     12519.1      0.000120561
12336.2     12610.6      3.73018e-05
12336.2     12702      -3.34855e-06
12336.2     12793.5      -3.44877e-06
12336.2     12884.9      -1.38554e-05
12336.2     12976.4      -3.93639e-07
12336.2     13067.8      2.11254e-06
12336.2     13159.3      -4.30739e-07
12336.2     13250.7      7.28697e-07
12336.2     13342.1      4.23331e-07
12336.2     13433.6      2.39269e-08
12336.2     13525      -8.76689e-07
12336.2     13616.5      -8.48095e-07
12336.2     13707.9      -3.28439e-07
12336.2     13799.4      -3.70313e-07
12336.2     13890.8      9.53815e-08
12336.2     13982.3      6.05443e-08
12336.2     14073.7      -3.52441e-08
12336.2     14165.2      -1.41989
12427.7     9684.33      3.11028e-08
12427.7     9775.78      4.82044e-08
12427.7     9867.22      -3.62453e-07
12427.7     9958.67      -1.92224e-07
12427.7     10050.1      3.90729e-07
12427.7     10141.6      -4.50002e-07
12427.7     10233      1.66422e-07
12427.7     10324.5      3.85635e-07
12427.7     10415.9      -2.45994e-10
12427.7     10507.3      9.7186e-08
12427.7     10598.8      4.53762e-07
12427.7     10690.2      -6.44089e-07
12427.7     10781.7      8.73352e-07
12427.7     10873.1      1.49558e-06
12427.7     10964.6      -5.42239e-08
12427.7     11056      -6.19488e-08
12427.7     11147.5      1.53068e-07
12427.7     11238.9      4.50048e-07
12427.7     11330.3      2.60581e-06
12427.7     11421.8      1.98473e-06
12427.7     11513.2      -2.45531e-06
12427.7     11604.7      1.35171e-06
12427.7     11696.1      2.81891e-06
12427.7     11787.6      4.13964e-06
12427.7     11879      7.1582e-06
