0 7.059631e-06 7.059631e-06 -inf 6.384937e-08
1 7.123481e-06 7.123481e-06 -inf 6.442643e-08
2 7.187907e-06 7.187907e-06 -inf 6.500870e-08
3 7.252916e-06 7.252916e-06 -inf 6.559622e-08
4 7.318512e-06 7.318512e-06 -inf 6.618905e-08
5 7.384701e-06 7.384701e-06 -inf 6.678723e-08
6 7.451488e-06 7.451488e-06 -inf 6.739080e-08
7 7.518879e-06 7.518879e-06 -inf 6.799982e-08
8 7.586879e-06 7.586879e-06 -inf 6.861434e-08
9 7.655493e-06 7.655493e-06 -inf 6.923440e-08
10 7.724728e-06 7.724728e-06 -inf 6.986005e-08
11 7.794588e-06 7.794588e-06 -inf 7.049135e-08
12 7.865079e-06 7.865079e-06 -inf 7.112835e-08
13 7.936208e-06 7.936208e-06 -inf 7.177109e-08
14 8.007979e-06 8.007979e-06 -inf 7.241964e-08
15 8.080398e-06 8.080398e-06 -inf 7.307403e-08
16 8.153472e-06 8.153472e-06 -inf 7.373433e-08
17 8.227207e-06 8.227207e-06 -inf 7.440058e-08
18 8.301607e-06 8.301607e-06 -inf 7.507284e-08
19 8.376680e-06 8.376680e-06 -inf 7.575117e-08
20 8.452431e-06 8.452431e-06 -inf 7.643562e-08
21 8.528867e-06 8.528867e-06 -inf 7.712624e-08
22 8.605993e-06 8.605993e-06 -inf 7.782309e-08
23 8.683816e-06 8.683816e-06 -inf 7.852623e-08
24 8.762342e-06 8.762342e-06 -inf 7.923570e-08
25 8.841578e-06 8.841578e-06 -inf 7.995158e-08
26 8.921530e-06 8.921530e-06 -inf 8.067391e-08
27 9.002204e-06 9.002204e-06 -inf 8.140276e-08
28 9.083606e-06 9.083606e-06 -inf 8.213818e-08
29 9.165745e-06 9.165745e-06 -inf 8.288023e-08
30 9.248625e-06 9.248625e-06 -inf 8.362897e-08
31 9.332254e-06 9.332254e-06 -inf 8.438447e-08
32 9.416638e-06 9.416638e-06 -inf 8.514677e-08
33 9.501785e-06 9.501785e-06 -inf 8.591595e-08
34 9.587701e-06 9.587701e-06 -inf 8.669207e-08
35 9.674393e-06 9.674393e-06 -inf 8.747518e-08
36 9.761868e-06 9.761868e-06 -inf 8.826535e-08
37 9.850134e-06 9.850134e-06 -inf 8.906265e-08
38 9.939196e-06 9.939196e-06 -inf 8.986714e-08
39 1.002906e-05 1.002906e-05 -inf 9.067887e-08
40 1.011974e-05 1.011974e-05 -inf 9.149793e-08
41 1.021124e-05 1.021124e-05 -inf 9.232436e-08
42 1.030356e-05 1.030356e-05 -inf 9.315825e-08
43 1.039672e-05 1.039672e-05 -inf 9.399965e-08
44 1.049072e-05 1.049072e-05 -inf 9.484864e-08
45 1.058557e-05 1.058557e-05 -inf 9.570528e-08
46 1.068128e-05 1.068128e-05 -inf 9.656963e-08
47 1.077785e-05 1.077785e-05 -inf 9.744178e-08
48 1.087529e-05 1.087529e-05 -inf 9.832179e-08
49 1.097361e-05 1.097361e-05 -inf 9.920973e-08
50 1.107282e-05 1.107282e-05 -inf 1.001057e-07
51 1.117292e-05 1.117292e-05 -inf 1.010097e-07
52 1.127393e-05 1.127393e-05 -inf 1.019218e-07
53 1.137586e-05 1.137586e-05 -inf 1.028422e-07
54 1.147870e-05 1.147870e-05 -inf 1.037709e-07
55 1.158247e-05 1.158247e-05 -inf 1.047079e-07
56 1.168718e-05 1.168718e-05 -inf 1.056534e-07
57 1.179283e-05 1.179283e-05 -inf 1.066074e-07
58 1.189944e-05 1.189944e-05 -inf 1.075700e-07
